Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Waitlist Emails (product.metafields.custom.waitlist_emails),Art style (product.metafields.shopify.art-style),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Media format (product.metafields.shopify.media-format),Neckline (product.metafields.shopify.neckline),Orientation (product.metafields.shopify.orientation),Sleeve length type (product.metafields.shopify.sleeve-length-type),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
geostorm-bluray-floor-sale-sci-fi,Geostorm,"<p>After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,56271866,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/nrsx0jEaBgXq4PWo7SooSnYJTv_93f746d7-88b2-4926-bb18-1498d156724e.jpg?v=1788194616,1,Geostorm (2017) poster,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
gatsby-dvd-floor-sale-drama,Gatsby,"<p>In the heart of the Gobi Desert, a herd of Bactrian camels follows the well-walked paths of the camels that came before them, but one camel dreams of a greater purpose outside the routine. Gatsby follows a mysterious voice into the desert in search of adventure, but the brutality of nature leaves him with a difficult question: are his dreams legitimate or just teenage delusions of grandeur?</p>",DVD,Media > Videos,,"Drama, DVD, Floor Sale, Formatted",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,false,false,,,,,56402938,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/1jcG42gHT0d0xv58BX1nNxLCVRm.jpg?v=1788194615,1,Gatsby (2024) poster,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
the-fifth-element-bluray-floor-sale-sci-fi,The Fifth Element,"<p>In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,12.00,,false,false,,,,,56501242,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/fPtlCO1yQtnoLHOwKtWz7db6RGU_4bbf0726-cd68-49cd-acdc-ab5ca8751efa.jpg?v=1788194614,1,The Fifth Element (1997) poster,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
final-fantasy-advent-children-bluray-floor-sale-fantasy,Final Fantasy: Advent Children,"<p>Two years have passed since the final battle with Sephiroth. Though Midgar, city of mako, city of prosperity, has been reduced to ruins, its people slowly but steadily walk the road to reconstruction. However, a mysterious illness called Geostigma torments them. With no cure in sight, it brings death to the afflicted, one after another, robbing the people of their fledgling hope.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Fantasy, Floor Sale, Formatted",true,Genre,Fantasy,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,false,false,,,,,56828922,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/pTIXM2yu8McSlcQVs1VjVSNC45x.jpg?v=1788194613,1,Final Fantasy: Advent Children (2005) poster,false,,,,,,,fantasy,,,,,,,,,,,,lb,,,active
cowbows-aliens-bluray-floor-sale-sci-fi,Cowbows & Aliens,"<p>Cowboys &amp; Aliens is a 2011 American space Western film starring Daniel Craig and Harrison Ford, in which cowboys and Native Americans join forces against invading extraterrestrials.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,58875386,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/Cowboys__26_Aliens.jpg?v=1788272125,1,Cowbows & Aliens poster,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
coraline-dvd-floor-sale-kids-family,Coraline,"<p>Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.</p>",DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,false,false,,,,,59366906,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/4jeFXQYytChdZYE9JYO7Un87IlW.jpg?v=1788194613,1,Coraline (2009) poster,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
cop-out-bluray-floor-sale-comedy,Cop Out,"<p>Detectives Jimmy and Paul, despite nine years as partners, can still sometimes seem like polar opposites—especially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding, Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately, when the collector's shop is robbed and the card vanishes with the crook, Paul and Jimmy end up going rogue, tracking down the card and the drug ring behind its theft, all on their own time and without any backup—except for each other.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Floor Sale, Formatted",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,59629050,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/qA31i7FPVDHezuoevx3497CvZd4.jpg?v=1788267197,1,Cop Out (2010) poster,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
the-bourne-trilogy-bluray-floor-sale-action,The Bourne Trilogy,,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,false,false,,,,,59858426,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
the-brothers-grimm-dvd-floor-sale-fantasy,The Brothers Grimm,"<p>Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.</p>",DVD,Media > Videos,,"DVD, Fantasy, Floor Sale, Formatted",true,Genre,Fantasy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,60186106,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/iPrey2UYrA5Fqa8L3KnxqMqfmSq_5458b463-eac8-4e95-aaa7-3650abe47771.jpg?v=1788194612,1,The Brothers Grimm (2005) poster,false,,,,,,,fantasy,,,,,,,,,,,,lb,,,active
born-to-be-wild-dvd-floor-sale-kids-family,Born to be Wild,<p>Rick Heller is a juvenile delinquent who keeps getting himself into trouble. To keep him out of trouble his mother puts him to work cleaning the cage of a gorilla named Katie which she is teaching to communicate through the use of sign language. When the owner of the gorilla takes her back to become a flea market freak Rick takes it upon himself to break Katie out and take her on an adventurous journey to get her out of the country.</p>,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,60677626,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/n5SyB9589EQrkyPxdQJhN1pl6xn_bdd9f51e-6827-4287-bf82-f5dd2880f81c.jpg?v=1788267196,1,Born to be Wild (1995) poster,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
