Handle,Title,Body (HTML),Vendor,Product Category,Tags,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Barcode,Image Src,Image Position,Image Alt Text,Genre (product.metafields.shopify.genre)
the-funnniest-men-of-comedy-vhs,The Funnniest Men of Comedy,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,4.00,85788922,,,,comedy
the-river-tsai-ming-liang-vhs,The River (Tsai Ming-Liang),,VHS,Media > Videos,"Floor Sale, VHS, Foreign, Formatted",Genre,Foreign,shopify,1,deny,manual,8.00,82184442,,,,foreign
pd-james-a-mind-to-murder-vhs,P.D. James A Mind to Murder,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,80549114,,,,drama
prefontane-vhs,Prefontane,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,92519418,,,,drama
fast-fortune-vhs,Fast Fortune,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,7.00,57705210,,,,comedy
eye-of-the-eagel-ii-vhs,Eye of the Eagel II,,VHS,Media > Videos,"Floor Sale, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,4.00,71649530,,,,action
somethingn-special-vhs,Somethingn Special,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,10.00,15683834,,,,comedy
4-film-favorites-batman-collection-bluray,4 Film Favorites: Batman Collection,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,10.00,07213050,,,,action
halo-4-forward-into-dawn-bluray,Halo 4: Forward into Dawn,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,6.00,17095674,,,,sci-fi
expendables-1-2-3-bluray,"Expendables 1,2&3",,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,7.00,16964602,,,,action
apocolypto-dvd,Apocolypto,,DVD,Media > Videos,"Floor Sale, DVD, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,6.00,34904826,,,,sci-fi
assasins-creed-bluray,Assasins Creed,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,25991930,,,,action
elf-steelbook-bluray,Elf (Steelbook),,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,12.00,84117754,,,,kids-family
bond-50-box-set-dvd,Bond 50: Box Set,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,55.00,84084986,,,,action
air-force-one-in-the-line-of-fire-dvd,Air Force One / In the Line of Fire,,DVD,Media > Videos,"Floor Sale, DVD, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,4.00,63755002,,,,thriller
55-days-of-peking-dvd,55 Days of Peking,,DVD,Media > Videos,"Floor Sale, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,63656698,,,,drama
dumbo-tim-burton-bluray,Dumbo (Tim Burton),,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,7.00,63492858,,,,kids-family
dredo-bluray,Dredo,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,6.00,63427322,,,,sci-fi
alexande-directors-cut-dvd,Alexande: Directors Cut,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,63361786,,,,action
alexander-revisted-the-final-cut-bluray,Alexander Revisted: The Final Cut,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,63329018,,,,action
battman-v-superman-dawn-of-justice-bluray,Battman V Superman: Dawn of Justice,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,43438842,,,,action
