call_number,title,description,tags,image_path
50864890,007: Tomorrow Never Dies,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now James Bond must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,"VHS, action",libib-sync/batch-0003/50864890.jpg
51343866,A Guy Thing,"Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.","DVD, comedy",libib-sync/batch-0003/51343866.jpg
50946554,A Sweet Scent of Death,"Ramón is secretly in love with Adela. One morning, he discovers her corpse among the oat fields","DVD, foreign",libib-sync/batch-0003/50946554.jpg
90291962,Adaptation,"Charlie Kaufman is a confused L.A. screenwriter overwhelmed by feelings of inadequacy, sexual frustration, self-loathing, and by the screenwriting ambitions of his freeloading twin brother Donald. While struggling to adapt ""The Orchid Thief,"" by Susan Orlean, Kaufman's life spins from pathetic to bizarre. The lives of Kaufman and Orlean's book become strangely intertwined as each one's search for passion collides with the other's.","DVD, drama",libib-sync/batch-0003/90291962.jpg
52228602,Agent Cody Banks,"Recruited by the U.S. government to be a special agent, nerdy teenager Cody Banks must get closer to cute classmate Natalie in order to learn about an evil plan hatched by her father. But despite the agent persona, Cody struggles with teen angst.","DVD, kids-family",libib-sync/batch-0003/52228602.jpg
51487482,Alien Vs. Predator,A black blob of viscous bodily material. An unknown organism of undifferentiated tissue. The dark web and dark tech as an internet based contagion and a new species of dark matter.,"VHS, sci-fi",libib-sync/batch-0003/51487482.jpg
03432698,Almost Famous,"In 1973, a precocious 15-year-old aspiring rock journalist lands a dream assignment from Rolling Stone to tour with a rising rock band, embarking on a coming-of-age journey as he discovers the exhilarating and heartbreaking realities behind rock stardom.","DVD, drama",libib-sync/batch-0003/03432698.jpg
75750138,American Heart,"An ex-convict is tracked down by his estranged teenage son, and the pair try to build a relationship and life together in Seattle.","VHS, drama",libib-sync/batch-0003/75750138.jpg
24634874,Angie,"Angie lives in Bensonhurst, Brooklyn, and dreams of a better life. When she finds out she's pregnant by her boyfriend, Vinnie, she decides she'll have the baby; but not Vinnie as a husband. This turns the entire close-knit neighborhood upside-down and starts Angie on a journey of self-discovery.","VHS, comedy",libib-sync/batch-0003/24634874.jpg
66797306,Babel,"Tragedy strikes a married couple vacationing in the Moroccan desert, which jumpstarts an interlocking story involving four different families.","DVD, drama",libib-sync/batch-0003/66797306.jpg
25552378,Bad Seed,"Preston Tylk is an ordinary guy living in Seattle. When he discovers that his beloved wife, Emily, is having an affair, he is devastated. Storming out of the house, he returns later only to find her brutally murdered.","VHS, thriller",libib-sync/batch-0003/25552378.jpg
24471034,Beautiful People,"Alfredo and Susanna are two well-off fifty-year-olds who lead a stimulating cultural life. He is an architect and she is a psychologist; they live in Rome but spend their weekends at their country home in Umbria, where they love to spend their days walking in the forests or relaxing poolside with a good book. One day, as she goes into town, Susanna sees a girl prostituting herself in the bushes on the side of the road and decides to save her from her unhappy existence, despite the enormous differences that separate their ways of life.","VHS, drama",libib-sync/batch-0003/24471034.jpg
67773178,Bed of Roses,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.","VHS, romantic-comedy",libib-sync/batch-0003/67773178.jpg
42435578,Belle Epoque,"In 1931, a young soldier deserts from the army and falls into a country farm, where he is welcomed by the owner due to his political ideas. Manolo has four daughters, Fernando likes all of them and they like him, so he has to decide which one to love.","VHS, foreign",libib-sync/batch-0003/42435578.jpg
42238970,Between the Lines,"The staff of the Back Bay Mainline, a Boston underground newspaper that rose to prominence in the 1960s, struggles with the shifting social climate of the '70s amid rumors that the paper is about to be sold to a media giant.","VHS, comedy",libib-sync/batch-0003/42238970.jpg
41878522,Bloodhounds of Broadway,"A musical comedy based on several Damon Runyon short stories. When a bookie on the run, Robert 'Numbers' Foster, falls for a pretty country songbird, Emily Ann Stackerlee , he'll do anything to help her make it big -- including a stint in jail to pay for his crimes. But will the tough guy's sacrifice of the heart pay off when it comes to his girlfriend's singing career?","VHS, comedy",libib-sync/batch-0003/41878522.jpg
68330234,Bloodhounds,"Charles Veasey is a cop killer who's on death row waiting for his execution. One day he escapes. Nikki a cop, whose father Veasey killed has decided to go after him, despite what her superiors say. Harrison Coyle, a crime author, offers his assistance to Nikki, who refuses, but Coyle thinking that it would be good material for another book, pursues Veasey, and bumps into Nikki. Which infuriates her. Eventually, they agree to work together.","VHS, thriller",libib-sync/batch-0003/68330234.jpg
24765946,Boiler Room,A college dropout gets a job as a broker for a suburban investment firm and is on the fast track to success—but the job might not be as legitimate as it sounds.,"VHS, drama",libib-sync/batch-0003/24765946.jpg
68494074,Break In,A woman recently separated from her wealthy husband is terrorized during one harrowing night when a masked intruder breaks into her home. Is it a random home invasion or is something more malicious and personal going on?,"VHS, action",libib-sync/batch-0003/68494074.jpg
42370042,Breakout,A pair of criminals try to track down the kids who witnessed them commit a murder in the woods.,"VHS, kids-family",libib-sync/batch-0003/42370042.jpg
50963194,Breathless,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he attempts to persuade a girl to run away to Italy with him.","VHS, drama",libib-sync/batch-0003/50963194.jpg
51258106,Brian's Songs,Brian's Song is a 1971 television film recounting the true story of Chicago Bears running back Brian Piccolo and his close friendship with teammate Gale Sayers as Piccolo battles terminal cancer.,"VHS, drama",libib-sync/batch-0003/51258106.jpg
42337274,Bridge of Dragons,"The tough and cold mercenary Warchild, is working for the man who took care of his war training and upbringing, the greedy General Ruechang. Ruechang is planning to take over the country by marrying Princess Halo. But Halo discovers that Ruechang killed her father to gain more power than he had working for the King, so she decides to run away. Warchild is the one who has to bring her back to Ruechang, but the one thing no one counted on happens... Warchild and Halo falls in love, and together they take on the forces of Ruechang... Written by Zorteper -","VHS, action",libib-sync/batch-0003/42337274.jpg
68428538,Bridge to Nowhere,"Kids on an outing in the forest come up against a mysterious hermit who lives on the other side of a bridge, and he is definitely not happy to see them.","VHS, action",libib-sync/batch-0003/68428538.jpg
51290874,Call It Murder,The wife of an executive finds her husband shot to death and destroys his suicide note in order to claim his insurance.,"VHS, thriller",libib-sync/batch-0003/51290874.jpg
52798202,Call Me,"After agreeing to meet an obscene caller at a bar, a young New York reporter witnesses a murder and becomes an unwilling player in a dangerous game of cat-and-mouse.","VHS, drama",libib-sync/batch-0003/52798202.jpg
24307194,Cannes Man,Film producer Sy Lerner makes a bet with a fellow film executive that he can turn any nobody into a star at the Cannes Film Festival. A New York cab driver who is visiting the festival is chosen as the test subject to settle the bet and Sy uses his skills of hype and manipulation to try and turn the cab driver named Frank into the talk of the town. Many celebrities make cameos throughout the film.,"VHS, comedy",libib-sync/batch-0003/24307194.jpg
24798714,Cannonball Run 2,"When a wealthy sheikh puts up $1 million in prize money for a cross-country car race, there is one person crazy enough to hit the road hard with wheels spinning fast. Legendary driver J.J. McClure enters the competition along with his friend Victor and together they set off across the American landscape in a madcap action-adventure destined to test their wits and automobile skills.","VHS, comedy",libib-sync/batch-0003/24798714.jpg
77519610,Car 54 Where are you?,"Brash NYC policeman Officer Gunther Toody is partnered with stiff, by-the-book Officer Francis Muldoon to protect an important mafia witness prior to testifying against orgainzed crime in Brooklyn, all the while dealing with their personal lives, overbearing spouses, common criminals, arms dealers, and their officious boss Captain Anderson.","VHS, comedy",libib-sync/batch-0003/77519610.jpg
24176122,Car Wash,"This day-in-the-life cult comedy focuses on a group of friends working at Sully Boyar's Car Wash in the Los Angeles ghetto. The team meets dozens of eccentric customers -- including a smooth-talking preacher, a wacky cab driver and an ex-convict -- while cracking politically incorrect jokes to a constant soundtrack of disco and funk. Some of the workers find romance as the day moves along, but most are just happy to get through another shift.","VHS, comedy",libib-sync/batch-0003/24176122.jpg
91958778,Cast Away,"Chuck Noland, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.","DVD, drama",libib-sync/batch-0003/91958778.jpg
25159162,Cat Chaser,A Miami hotel owner finds danger when he becomes romantically involved with the wife of a deposed general from the Dominican Republic where he fought many years back.,"VHS, thriller",libib-sync/batch-0003/25159162.jpg
24339962,Celebrity,"The career and personal life of writer Lee are at a standstill, so he divorces his bashful wife, Robin, and dives into a new job as an entertainment journalist. His assignments take him to the swankiest corners of Manhattan, but as he jumps from one lavish party to another and engages in numerous empty romances, he starts to doubt the worth of his work. Meanwhile, top TV producer Tony falls for Robin and introduces her to the world of celebrity.","VHS, comedy",libib-sync/batch-0003/24339962.jpg
94798074,Cellular,A young man receives an emergency phone call on his cell phone from an older woman. She claims to have been kidnapped – and the kidnappers have targeted her husband and child next.,"DVD, action",libib-sync/batch-0003/94798074.jpg
25060858,Cement,"Take a walk on the seamy side of town, where you can’t tell the difference between the bad cops and the crooks. Bob Holt, a corrupt detective knee-deep in kickbacks, has an uneasy partnership with a drug-addicted cop and an even shakier alliance with a notorious mob syndicate. When Holt pours the youngest mob brother into a cement freeway structure, it sets in motion a twisted tale of revenge.","VHS, thriller",libib-sync/batch-0003/25060858.jpg
51454714,Chaplin,"An aged Charlie Chaplin narrates his life to his autobiography's editor, including his rise to wealth and comedic fame from poverty, his turbulent personal life and his run-ins with the FBI.","VHS, drama",libib-sync/batch-0003/51454714.jpg
76503802,Chasing Amy,"Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.","VHS, romantic-comedy",libib-sync/batch-0003/76503802.jpg
25224698,Checking Out,"When his best friend dies of a heart attack, Ray Macklin becomes a man obsessed with his own mortality. Convinced that all his aches and pains are an indication of his imminent death, Ray's life turns into a slapstick farce of health-crazed anxiety and hypochondria.","VHS, comedy",libib-sync/batch-0003/25224698.jpg
52929274,C.H.O.M.P.S.,"A young man invents a robot dog that has super strength, x-ray vision and can detect crimes being committed. A greedy businessman tries to steal the boy's invention from him.","VHS, kids-family",libib-sync/batch-0003/52929274.jpg
50655738,CKY Trilogy,Combined remix of the original movies CKY2K and CKY 3.,"DVD, documentary",libib-sync/batch-0003/50655738.jpg
76700410,Code Name: Dancer,"Kate Capshaw plays a schoolteacher and suburban housewife who happens to be an ex-spy. Nobody knows of Capshaw's previous espionage activities, least of all her somewhat obtuse husband Cliff De Young. When Capshaw's ex-lover Jeroen Krabbe, an intimate of Castro, lands in a Cuban prison, she is swept back into the spy business, leaving her nonplussed hubby in the dust.","VHS, action",libib-sync/batch-0003/76700410.jpg
95977722,Cyborg,A martial artist hunts a killer in a plague-infested urban dump of the future.,"DVD, action",libib-sync/batch-0003/95977722.jpg
42664954,Dead Center,Street killer is retrained by a black-belt fighter who works for the government.,"VHS, action",libib-sync/batch-0003/42664954.jpg
68756218,Dead Funny,"When her practical joker boyfriend dies, a young woman recalls all the pranks he pulled as she tries to figure out who murdered him.","VHS, comedy",libib-sync/batch-0003/68756218.jpg
51553018,Death Watch,"In a future world where the disease has been finally defeated and everything can be sold, even the crude spectacle of death, the rare case of a dying woman becomes the morbid theme of a revolutionary reality show, broadcast through the curious eyes of a peculiar camera.","VHS, sci-fi",libib-sync/batch-0003/51553018.jpg
45580538,Divorce Italian Style,"Ferdinando Cefalù is desperate to marry his cousin, Angela, but he is married to Rosalia and divorce is illegal in Italy. To get around the law, he tries to trick his wife into having an affair so he can catch her and murder her, as he knows he would be given a light sentence for killing an adulterous woman. He persuades a painter to lure his wife into an affair, but Rosalia proves to be more faithful than he expected.","DVD, comedy",libib-sync/batch-0003/45580538.jpg
58808058,Dog Gone,A courageous boy battles a gang of bumbling thieves to rescue a dog carrying a fortune in stolen diamonds.,"VHS, kids-family",libib-sync/batch-0003/58808058.jpg
90484218,Downfall,"In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.","DVD, foreign",libib-sync/batch-0003/90484218.jpg
68559610,Dream for an Insomniac,"A girl with insomnia who works in a coffee house has impossibly high standards for her love and fears she will never meet a worthy man. Then in walks a new employee and they click - until she discovers he has a girlfriend. Undaunted, she moves to L.A. with a friend sure that he will dump the girlfriend and follow her. She puts all her faith in fate and hopes for the best.","VHS, romantic-comedy",libib-sync/batch-0003/68559610.jpg
50848250,Dreamkeeper,"In South Dakota, in an Indian reservation, an old storyteller Indian asks his grandson Shane, who is in trouble owing money to some bad guys, to take his old pony and him to Albuquerque to the great powwow, an Indian meeting. While traveling, Grandpa tells mysterious Indian tales of love, friendship and magic.","DVD, fantasy",libib-sync/batch-0003/50848250.jpg
31387642,dummy,"Archibald the Amazing, a ventriloquist nearing the end of his career, gives one final performance with his dummy, Chucklehead. After the show, he tragically takes his own life in his hotel room-but his negative energy inhabits Chucklehead, transforming the dummy into a murderous force of terror. From a class reunion to hotel staff to unsuspecting bystanders, Chucklehead embarks on a blood-soaked rampage, vowing to make it a night to remember.","DVD, comedy",libib-sync/batch-0003/31387642.jpg
90844666,Elektra,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.","DVD, action",libib-sync/batch-0003/90844666.jpg
52683258,Escape From Hong Kong Island,"Arrogant day trader, Raymond, experiences a series of setbacks as he tries to cross from Hong Kong to Kowloon.","DVD, action",libib-sync/batch-0003/52683258.jpg
51573242,Fanboys,"In 1999, Star Wars fanatics take a cross-country trip to George Lucas' Skywalker Ranch so their dying friend can see a screening of The Phantom Menace before its release.","DVD, comedy",libib-sync/batch-0003/51573242.jpg
30928890,Fantastic Beasts and Where to Find Them,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.","DVD, fantasy",libib-sync/batch-0003/30928890.jpg
50160122,Fearless,"After surviving a plane crash that kills many others, Max Klein develops a sense of invulnerability, leading to radical, compulsive actions. Can a psychologist and a fellow guilt-ridden survivor bring him down to earth?","DVD, drama",libib-sync/batch-0003/50160122.jpg
68657914,Fearless,"After going through a series of tragic events in his life, martial arts master Huo Yuanjia returns to Tianjin and must fight four international soldiers, in order to safeguard his nation's pride.","VHS, thriller",libib-sync/batch-0003/68657914.jpg
52388346,Fever Lake,"A group of teenagers drives to ""Fever Lake"" to spend the weekend in a cursed house near the lake despite warnings from the locals.","DVD, horror",libib-sync/batch-0003/52388346.jpg
68952826,Field of Fire,"Sergeant Thomas Duncan takes his men behind enemy lines to recover a secret government fighter copter and its pilot, a secret weapon all his own. But once stationed in the dense jungle brush of Vietnam, their radio goes out all hope of contacting their home base is out, and it is up to Duncan and his men to get to the hook up point by the agreed time. A traitor in the home camp is sending messages to the enemy side; Duncan must hurry!","VHS, action",libib-sync/batch-0003/68952826.jpg
68264698,Flirt,"In New York, Bill struggles to decide whether he has a future with Emily, while attempting to restrain Walter, the angry husband of a woman he thinks he might be in love with. Later incorporated into a feature film of the same name.","VHS, drama",libib-sync/batch-0003/68264698.jpg
62373626,Friday the 13th Part VI,"Tommy Jarvis, tormented by the fear that maybe Jason isn't really dead, unwittingly resurrects the mass murderer for another bloody rampage.","DVD, horror",libib-sync/batch-0003/62373626.jpg
91794938,Garden State,"Andrew returns to his hometown for his mother’s funeral, a journey that reconnects him with old friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam—a girl also struggling with various maladies—opens up the possibility of rekindling emotional connections, confronting his psychologist father, and perhaps beginning a new life.","DVD, romantic-comedy",libib-sync/batch-0003/91794938.jpg
68002554,Guilty as Sin,"Before a criminal lawyer knows what has happened, she is forced to defend a wife killer she knows is guilty.","VHS, thriller",libib-sync/batch-0003/68002554.jpg
03596538,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage.","DVD, kids-family",libib-sync/batch-0003/03596538.jpg
03531002,Harry Potter and the Sorcerer's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.","DVD, kids-family",libib-sync/batch-0003/03531002.jpg
50291194,Homework,"Good-looking but virginal ""rockstar"" teen Tommy tries to score with some of the local high school girls. But a classmate's mom decides to make a man out of him.","DVD, comedy",libib-sync/batch-0003/50291194.jpg
68461306,Homicidal Impulse,"An up and coming lawyer gets turned over for a case he'd been working on for a long while. The D.A.'s niece then decides to help the young lawyer by first blackmailing, then eventually plotting the murder of the D.A., all the while seducing the young attorney. It then becomes the attorney job to cover up the murder he believes he committed, while finding out the truth about the D.A.'s ""niece"".","VHS, thriller",libib-sync/batch-0003/68461306.jpg
95256826,Hot War,"Blue, Tango, and C.S. are CIA research scientists working on Project VR Fighter, which is designed to train any unskilled person into a magnificent combat agent. Tango and C.S. decide to undergo the training themselves, because Alien, the international terrorist, has killed C.S.’s fiancée and kidnapped Blue for his conspiracy. However, the side effects of Project VR Fighter cause problems between the two friends and their mission is soon put into jeopardy.","DVD, foreign",libib-sync/batch-0003/95256826.jpg
31748090,I Could Never Be Your Woman,A mother falls for a younger man while her daughter falls in love for the first time.,"DVD, romantic-comedy",libib-sync/batch-0003/31748090.jpg
68133626,INSTINCT,"Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story.","VHS, action",libib-sync/batch-0003/68133626.jpg
95715578,Island in the Sun,"A scandalous tale of politics, social inequality, interracial romance, and murder set on a fictitious British-owned Caribbean island.","DVD, drama",libib-sync/batch-0003/95715578.jpg
28707578,Jackass Number Two (Unrated),"Jackass Number Two is a compilation of various stunts, pranks and skits, and essentially has no plot. Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before.","DVD, comedy",libib-sync/batch-0003/28707578.jpg
68166394,Jane Doe,"Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets.","VHS, thriller",libib-sync/batch-0003/68166394.jpg
31649786,Jeepers Creepers 2,"When their bus is crippled on the side of a deserted road, a team of high school athletes discover an opponent they cannot defeat – and may not survive.","DVD, horror",libib-sync/batch-0003/31649786.jpg
50487802,Joyeux Noel,"France, 1914, during World War I. On Christmas Eve, an extraordinary event takes place in the bloody no man's land that the French and the Scots dispute with the Germans…","DVD, drama",libib-sync/batch-0003/50487802.jpg
31715322,Juno,"Faced with an unplanned pregnancy, sixteen year old high-schooler, Juno MacGuff, makes an unusual decision regarding her unborn child.","DVD, comedy",libib-sync/batch-0003/31715322.jpg
69051130,Krakatoa East of Java,A team of maritime salvage workers are about to embark on a recovery dive. However the 1883 Krakatoa Volcano eruption provides more pressing problems.,"VHS, action",libib-sync/batch-0003/69051130.jpg
96076026,Kundun,"From childhood to adulthood, Tibet's fourteenth Dalai Lama deals with Chinese oppression and other problems.","DVD, drama",libib-sync/batch-0003/96076026.jpg
51896826,La Vi En Ros,"La Vie en Rose is a 2007 biographical musical film about the life of French singer Édith Piaf, from her impoverished childhood to her rise to international fame and her struggles with addiction and illness.","DVD, foreign",libib-sync/batch-0003/51896826.png
51933690,Lake Placid,"When a man is eaten alive by an unknown creature, the local Game Warden teams up with a paleontologist from New York to find the beast. Add to the mix an eccentric philanthropist with a penchant for ""Crocs"", and here we go! This quiet, remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people!","DVD, horror",libib-sync/batch-0003/51933690.jpg
52830970,Landslide,"Manhattan fireman Mark Decker visits, for the first time, his Steven in his ex Emma's new apartment in one of her dad Donald Richardson's development estates, at the foot of Diamand-back Mountain. But Don's ambitious executive Stewart Hancock, who dreams of his own firm, has been cutting too many corners, at the expense of safety, causing a landslide. Mark gets trapped with Steven and the new concierge Harold, who knows everything about an additional danger: rattlesnakes awoken early from hibernation. Now Mark discovers artistic, nerdy Steven only did 'manly' stuff in the city because dad-son time is so rare. While they soldier on, landscape architect Emma discovers the truth and counters Stewart's plan B to literally cover it up.","VHS, thriller",libib-sync/batch-0003/52830970.jpg
50537210,Larks on a String,"In post-WWII Communist Czechoslovakia, several characters considered bourgeois are sentenced to work in a junkyard for rehabilitation. Among them is a young man who pines for a female convict.","VHS, foreign",libib-sync/batch-0003/50537210.jpg
46170362,L'Eclisse,"Vittoria is a beautiful literary translator living in Rome. After splitting from her writer boyfriend, Riccardo, Vittoria meets Piero, a lively stockbroker, on the hectic floor of the Roman stock exchange. Though Vittoria and Piero begin a relationship, it is not one without difficulties, and their commitment to one another is tested during an eclipse.","DVD, drama",libib-sync/batch-0003/46170362.jpg
03858682,Led Zeppelin,"Led Zeppelin is a double DVD set first released in 2003. It represents the first official video release of Led Zeppelin's live material since 1976's The Song Remains the Same. The recording of the DVD spans the years from 1969 to 1979 and includes performances from the Royal Albert Hall in 1970, Madison Square Garden in 1973, Earls Court in 1975, and Knebworth in 1979. Extras provided on the set include a 1969 promo film for Communication Breakdown, a short performance on the French TV show 'Tous En Scene' in 1969, a short performance on the Danish TV Show 'TV-Byen' in 1969, a performance on the British TV shoe 'Supershow' in 1969, a performance of Immigrant Song from the band's show at the Sydney Showground in February 1972, an interview with the NYC Press Conference in 1970, an Australian press conference in 1972, an interview with The Old Grey Whistle Test, the Over The Hills And Far Away promo (1990) and the Travelling Riverside Blues promo (1990).","DVD, musical",libib-sync/batch-0003/03858682.jpg
90746362,Les Miserables,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France. Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.","DVD, musical",libib-sync/batch-0003/90746362.jpg
68854522,Liberty Heights,"This semi-autobiographical film by Barry Levinson follows various members of the Kurtzman clan, a Jewish family living in suburban Baltimore during the 1950s. As teenaged Ben completes high school, he falls for Sylvia, a black classmate, creating inevitable tensions. Meanwhile, Ben's brother, Van, attends college and becomes smitten with a mysterious woman while their father tries to maintain his burlesque business.","VHS, drama",libib-sync/batch-0003/68854522.jpg
96272634,Little Buddah,"Little Buddha is a 1993 drama film directed by Bernardo Bertolucci, interweaving the story of a young American boy believed to be the reincarnation of a Tibetan lama with a retelling of the life of Siddhartha, the historical Buddha.","DVD, drama",libib-sync/batch-0003/96272634.jpg
03465466,Little Nemo,"Cartoon figures announce, via comic strip balloons, that they will move - and move they do, in a wildly exaggerated style. Also known as ""Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics"".","DVD, kids-family",libib-sync/batch-0003/03465466.jpg
50930426,Lost and Delerious,Lost and Delirious is a 2001 Canadian drama film about a secret romance between two students at an all-girls boarding school and the emotional fallout when they are discovered.,"VHS, drama",libib-sync/batch-0003/50930426.jpg
77650682,Love Potion No. 9,"Unlucky in love, chemist Paul Matthews visits gypsy Madame Rosa for help. Quickly realizing he is a hopeless nerd, she gifts him with Love Potion No. 8, which makes anyone who wears it irresistible to the opposite sex for four hours. Paul and animal psychologist coworker Diane Farrow decide to test it on themselves. The awkward pair suddenly find themselves alluring to anyone they approach, but soon realize they are most attracted to each other.","VHS, romantic-comedy",libib-sync/batch-0003/77650682.jpg
42533882,Lovers and Liars,An American actress on vacation in Italy falls for her friend's married Italian lover.,"VHS, comedy",libib-sync/batch-0003/42533882.jpg
60800762,Matrix Revolutions,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,"DVD, sci-fi",libib-sync/batch-0003/60800762.jpg
68887290,Max and Helen,"In trying to bring a former concentration camp commandant to justice, Nazi-hunter Simon Wiesenthal uncovers the tragic story of two lovers separated by the war.","VHS, drama",libib-sync/batch-0003/68887290.jpg
92024314,"Me, Myself & Irene","Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.","DVD, comedy",libib-sync/batch-0003/92024314.jpg
68035322,Mercy,"In the near future, a detective stands on trial accused of murdering his wife. He has ninety minutes to prove his innocence to the advanced AI Judge he once championed, before it determines his fate.","VHS, thriller",libib-sync/batch-0003/68035322.jpg
25290234,Molly,"Molly McKay is a profoundly autistic twenty-something woman who has lived in an institution from a young age following her parents' death in a car accident. When the institution must close due to budget cuts, Molly is left in the care of her neurotypical, older brother, Buck McKay, an advertising executive and perennial bachelor. Buck forces her to undergo an experimental medical treatment, with unexpectedly drastic results.","VHS, drama",libib-sync/batch-0003/25290234.jpg
24405498,MONOLITH,"Two cops investigating the murder of a young boy become involved in a very secret project involving alien life. Needless to say, the authorities don't want them to stick their noses into this","VHS, sci-fi",libib-sync/batch-0003/24405498.jpg
30142458,Monthy Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not to enter, as ""it is a silly place"".","DVD, comedy",libib-sync/batch-0003/30142458.jpg
