Handle,Title,Body (HTML),Vendor,Product Category,Tags,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Barcode,Image Src,Image Position,Image Alt Text,Genre (product.metafields.shopify.genre)
perfect-witness-vhs-floor-sale-thriller,Perfect Witness,"<p>An innocent man is thrust into a political power struggle in this drama. After witnessing a mob killing, New York restaurant owner Sam Paxton (Aidan Quinn) reports the crime. Overzealous attorneys (Brian Dennehy and Stockard Channing) put pressure on Paxton to testify in court, but Paxton is in a tough spot when the mob starts threatening his family. Paxton now faces an impossible choice: testify and put his family at risk … or go to jail.</p>",VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,36749562,https://image.tmdb.org/t/p/w1280/4um0oxAAS4EqRv6YNfcjVYAIaRL.jpg,,Perfect Witness (1989) poster,thriller
the-expert-vhs-floor-sale-thriller,The Expert,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,6.00,32358650,,,,thriller
eyes-of-a-witness-vhs-floor-sale-thriller,Eyes of a Witness,"<p>Roy Baxter is concerned for his daughter Christina's safety. She's working as a doctor among the Masai in Kenya. Poaching gangs are slaughtering protected species, then raiding Masai villages and forcing them to help carry their ill-gotten gains across the border. Roy flies to Kenya to convince her to leave and becomes a suspect for murder when the village is raided and he tries to help a UN doctor shot by the raiders. The only witness is a young Masai boy, who is reluctant to come forward because of possible retribution against his tribe.</p>",VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,32325882,,,,thriller
twin-falls-idaho-vhs-floor-sale-drama,Twin Falls Idaho,"<p>Francis and Blake Falls are Siamese twins who live in a neat little room in a rundown hotel. While sharing some organs, Blake is always fit and Francis is very sickly. Into their world comes a young lady, who turns their world upside down. She gets involved with Blake, and convinces the two to attend a Halloween party, where they can pass themselves off as wearing a costume. Eventually Francis becomes really ill, and they have to be separated. They then face the physical and mental strains that come from their proposed separation.</p>",VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,8.00,32293114,https://image.tmdb.org/t/p/w1280/boBbVY67YhGC4PWuqyQFysP3mN4.jpg,,Twin Falls Idaho (1999) poster,drama
fatal-attraction-vhs-floor-sale-thriller,Fatal Attraction,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,10.00,32260346,,,,thriller
the-scalp-merchant-vhs-floor-sale-horror,The Scalp Merchant,"<p>Why is everyone out to sabotage him? Cliff Rowan has been hired to recover a stolen payroll hidden in the rugged Australian hills and mountains near his boyhood town. But instead of a warm welcome and helping hand, his former sweatheart, his old school friends, and in fact, practically the whole town...want him out! When his friend, Riley, is needlessly killed, Cliff realizes the buried strongbox holds more than cold cash. The mystery unfolds.</p>",VHS,Media > Videos,"Floor Sale, VHS, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,12.00,32227578,https://image.tmdb.org/t/p/w1280/94Y18lVlT6f1mjWO4d0hM9qg2mV.jpg,,The Scalp Merchant (1978) poster,horror
face-of-evil-vhs-floor-sale-thriller,Face of Evil,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,32194810,,,,thriller
i-want-you-vhs-floor-sale-drama,I Want You,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,6.00,32162042,,,,drama
kiss-or-kill-vhs-floor-sale-thriller,Kiss or Kill,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,8.00,32129274,,,,thriller
red-shoe-diaries-vhs-floor-sale-drama,Red Shoe Diaries,"<p>A man grieving the loss of his fiancée discovers a diary she kept that details a side of her he never knew. In an effort to understand, he reaches out in an unusual way by placing an ad asking for women’s diaries and hearing their stories.</p>",VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,8.00,32096506,https://image.tmdb.org/t/p/w1280/xQPjn6wf1wxwaHeSUXQdpQZcmin.jpg,,Red Shoe Diaries (1992) poster,drama
under-pressure-vhs-floor-sale-thriller,Under Pressure,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,32030970,,,,thriller
first-degree-vhs-floor-sale-thriller,First Degree,"<p>A homicide detective falls for a murder victim's wife, who is also the prime suspect.</p>",VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,31998202,https://image.tmdb.org/t/p/w1280/z63w4XQOlH458vjz2g0O07n6n1L.jpg,,First Degree (1995) poster,thriller
fatal-past-vhs-floor-sale-thriller,Fatal Past,<p>A mobster's mistress and her bodyguard share a forbidden love and discover they may be doomed by an ominous past life.</p>,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,88164602,https://image.tmdb.org/t/p/w1280/sQEEvGOBfmXtBwi4Fee811fMgWr.jpg,,Fatal Past (1994) poster,thriller
fallen-vhs-floor-sale-thriller,Fallen,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,8.00,88131834,,,,thriller
fatally-yours-vhs-floor-sale-thriller,Fatally Yours,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,88099066,,,,thriller
mututal-needs-vhs-floor-sale-thriller,Mututal Needs,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,84920570,,,,thriller
the-light-in-the-jungle-vhs-floor-sale-drama,The Light in The Jungle,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,8.00,84887802,,,,drama
hidden-city-vhs-floor-sale-drama,Hidden City,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,8.00,81709306,,,,drama
eyes-of-the-beholder-vhs-floor-sale-thriller,Eyes of the Beholder,<p>A crazed escaped mental patient holds 2 couples hostage and terrorizes them in a Malibu beach home during a stormy night.</p>,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,6.00,81643770,https://image.tmdb.org/t/p/w1280/xIM2uzGFIERGcPVrm3Vr2TKX1MH.jpg,,Eyes of the Beholder (1992) poster,thriller
steel-and-lace-vhs-floor-sale-thriller,Steel and Lace,"<p>After her attackers go free, Gaily Morton, the victim of a vicious assault, commits suicide. Her vengeful brother, brilliant robotics engineer and scientist, Dr. Albert Morton, decides to use his skills to enact vengeance, transplanting his sister's brain into a humanoid cyborg with bone-crushing strength and an array of built-in torture devices...</p>",VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,24.00,78465274,https://image.tmdb.org/t/p/w1280/nuAUg7UIiTDM3eS6bDK702RRJ5A.jpg,,Steel and Lace (1991) poster,thriller
the-newton-boys-vhs-floor-sale-action,The Newton Boys,"<p>The story of the Newton gang, the most successful bank robbers in history, owing to their good planning and minimal violence.</p>",VHS,Media > Videos,"Floor Sale, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,5.00,78432506,https://image.tmdb.org/t/p/w1280/v3VuDClmFZNjfI6YLTkeinae9HK.jpg,,The Newton Boys (1998) poster,action
antitrust-vhs-floor-sale-thriller,Antitrust,<p>A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.</p>,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,6.00,78399738,https://image.tmdb.org/t/p/w1280/9PXyfcJe53A9qFkcj5dkTJwIWoS.jpg,,Antitrust (2001) poster,thriller
warning-sign-vhs-floor-sale-thriller,Warning Sign,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,18.00,75221242,,,,thriller
the-fall-vhs-floor-sale-thriller,The Fall,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,4.00,75188474,,,,thriller
facade-vhs-floor-sale-thriller,Facade,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,75155706,,,,thriller
doa-vhs-floor-sale-thriller,D.O.A.,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,71944442,,,,thriller
abandon-vhs-floor-sale-thriller,Abandon,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,71911674,,,,thriller
sex-love-cold-hard-cash-vhs-floor-sale-thriller,"Sex, Love & Cold Hard Cash",<p>An ex-con whose share of a robbery disappeared joins forces with deluxe edition call-girl in order to get back the money she gave her accountant for investment purposes. The chase will lead them to the Carrabeans where they will have to go on a cruise...</p>,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,68733178,,,,thriller
nobodys-fool-vhs-floor-sale-drama,Nobody's Fool,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,29281530,,,,drama
national-lampoons-animal-house-vhs-floor-sale-comedy,National Lampoons: Animal House,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,8.00,29248762,,,,comedy
k-9-vhs-floor-sale-comedy,K-9,"<p>The extravagant cop Michael Dooley needs some help to fight a drug dealer who has tried to kill him. A ""friend"" gives him a dog named Jerry Lee (Officer Lewis), who has been trained to smell drugs. With his help, Dooley sets out to put his enemy behind the bars, but Jerry Lee has a personality of his own and works only when he wants to. On the other hand, the dog is quite good at destroying Dooley's car, house and sex-life...</p>",VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,29215994,https://image.tmdb.org/t/p/w1280/21mBNUe0X4WYywe6w5DyihltmAn.jpg,,K-9 (1989) poster,comedy
wild-america-fantastic-follies-vhs-floor-sale-kids-family,Wild America: Fantastic Follies,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,5.00,29084922,,,,kids-family
mildreds-pierce-vhs-floor-sale-drama,Mildred's Pierce,<p>A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.</p>,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,29052154,https://image.tmdb.org/t/p/w1280/3bqF5bJPjeITNeC8ydbUOQZfuqP.jpg,,Mildred's Pierce (1945) poster,drama
lethal-weapon-vhs-floor-sale-action,Lethal Weapon,,VHS,Media > Videos,"Floor Sale, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,8.00,29019386,,,,action
dorf-on-golf-vhs-floor-sale-comedy,Dorf on Golf,"<p>Dorf on Golf is a 1987 comedy film starring Tim Conway, Vincent Schiavelli and Michele Smith. The film is the first in a series of eight films released by Conway using the Dorf sporting theme. The film had a total cast of three.</p>",VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,28331258,https://image.tmdb.org/t/p/w1280/wwPQQDxBgRN0ZEcfMa4cxAflFdx.jpg,,Dorf on Golf (1987) poster,comedy
