id,item_type,title,creators,first_name,last_name,collection,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,lexile,call_number,ddc,lcc,lccn,oclc,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
ri15teyxoz,movie,Anora,,,,"Rental Library",5060952898570,,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",,,,"4k, drama",,null,,,16623098,,,,,,,,,,,,,,,,,2026-09-16,1
0cprqy0dcu,movie,"Malcom X",,,,"Rental Library",,,,,,,"4k, drama",,null,,,16492026,,,,,,,,,,,,,,,,,2026-09-16,1
m4xl1la31h,movie,Wall-E,,,,"Rental Library",,,,,,,"4k, kids-family",,null,,,16328186,,,,,,,,,,,,,,,,,2026-09-16,1
ywhe2ejr71,movie,"Galaxy Quest",,,,"Rental Library",,,"For four years, the courageous crew of the NSEA Protector — Commander Peter Quincy Taggart, Lieutenant Tawny Madison, and Doctor Lazarus — set off on a thrilling and often dangerous mission in space... until their series was cancelled! Now, twenty years later, aliens under attack have mistaken the Galaxy Quest television transmissions for ""historical documents"" and beam up the crew of has-been actors to save the universe. With no script, no director, and no clue, the actors must turn in the performances of their lives.",,,,"comedy, vhs",,null,,,56477434,,,,,,,,,,,,,,,,,2026-09-16,1
obayjyg0an,movie,"The Pickle",,,,"Rental Library",,,"Harry Stone always dreamed of making ""The Great American Movie."" Instead, he made ""The Pickle"" - a teenage sci-fi flick about a flying cucumber. Harry just wanted to get out of debt; now everyone he's ever known, loved and neglected is standing in line for tickets.",,,,"comedy, vhs",,null,,,55789306,,,,,,,,,,,,,,,,,2026-09-16,1
cnrihinmmk,movie,"Tall Tales & Legends: Annie Oakley",,,,"Rental Library",,,,,,,"drama, vhs",,null,,,20144890,,,,,,,,,,,,,,,,,2026-09-16,1
8g3kxkbohq,movie,"Iron Will",,,,"Rental Library",,,"When Will Stoneman's father dies, he is left alone to take care of his mother and their land. Needing money to maintain it, he decides to join a cross country dogsled race. This race will require days of racing for long hours, through harsh weather and terrain. This young man will need a lot of courage and a strong will to complete this race.",,,,"kids-family, vhs",,null,,,20079354,,,,,,,,,,,,,,,,,2026-09-16,1
t0bpkpg93y,movie,"The Great Santini",,,,"Rental Library",,,"As he approaches manhood, Ben Meechum struggles to win the approval of his demanding alpha male father, an aggressively competitive, but frustrated marine pilot.",,,,"drama, vhs",,null,,,20046586,,,,,,,,,,,,,,,,,2026-09-16,1
3kj7z7qarj,movie,"The Kitchen Soto",,,,"Rental Library",,,,,,,"drama, vhs",,null,,,20013818,,,,,,,,,,,,,,,,,2026-09-16,1
9dcnyna6rp,movie,"To Catch a King",,,,"Rental Library",,,"Robert Wagner plays an American who owns a Lisbon nightclub and Teri Garr is a slightly dippy chanteuse who has stumbled across a Nazi plot to kidnap the Duke and Duchess of Windsor, living at the time (1942) in Portugal.",,,,"drama, vhs",,null,,,19981050,,,,,,,,,,,,,,,,,2026-09-16,1
lsv8d887b9,movie,"Far From Heaven",,,,"Rental Library",,,,,,,"drama, vhs",,null,,,19948282,,,,,,,,,,,,,,,,,2026-09-16,1
7f2ouo0hd6,movie,"The Prince of Tides",,,,"Rental Library",,,"A troubled Southern man talks to his suicidal sister's psychiatrist about their family history and falls in love with her (and New York City) in the process.",,,,"drama, vhs",,null,,,19915514,,,,,,,,,,,,,,,,,2026-09-16,1
j7s2629qlq,movie,"Gods and Monsters",,,,"Rental Library",,,"It's 1957, and James Whale's heyday as the director of ""Frankenstein,"" ""Bride of Frankenstein"" and ""The Invisible Man"" is long behind him. Retired and a semi-recluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever.",,,,"drama, vhs",,null,,,19882746,,,,,,,,,,,,,,,,,2026-09-16,1
iz5606dlqm,movie,"Smokey Bites the Dust",,,,"Rental Library",,,"Follows the rivalry between a small-town Southern sheriff and a small-town delinquent who steals cars and then destroys them with the sheriff’s daughter by his side.",,,,"comedy, vhs",,null,,,19849978,,,,,,,,,,,,,,,,,2026-09-16,1
obayjyw0an,movie,"Isn't She Great",,,,"Rental Library",,,"An unsuccessful over-the-top actress becomes a successful over-the-top authoress in this biography of Jacqueline Susann.",,,,"comedy, vhs",,null,,,19817210,,,,,,,,,,,,,,,,,2026-09-16,1
e90cack5u2,movie,"The Survivors",,,,"Rental Library",,,,,,,"comedy, vhs",,null,,,19784442,,,,,,,,,,,,,,,,,2026-09-16,1
v8u3n3x26q,movie,"Eat Drink Man Woman",,,,"Rental Library",,,"Retired and widowed Chinese master chef Chu lives in modern day Taipei, with his three attractive daughters, all of whom are unattached. Soon, each daughter encounters a new man in their lives. When these new relationships blossom, stereotypes are broken and the living situation within the family changes.",,,,"comedy, vhs",,null,,,19751674,,,,,,,,,,,,,,,,,2026-09-16,1
ftob3bye5y,movie,"God Said Ha!",,,,"Rental Library",,,"Julia Sweeney tells the viewers the monologue about the hard time in her life when her brother fought with cancer and she was also diagnosed with a rare form of cancer.",,,,"comedy, vhs",,null,,,19718906,,,,,,,,,,,,,,,,,2026-09-16,1
gakqlqebt4,movie,"The Man Who Knew Too Little",,,,"Rental Library",,,"An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.",,,,"comedy, vhs",,null,,,19686138,,,,,,,,,,,,,,,,,2026-09-16,1
6um4r4h8dt,movie,"Another Stakeout",,,,"Rental Library",,,"A pair of immature detectives are joined by a pesky assistant district attorney in staking out a lakeside home where an important Mafia trial witness is believed to be heading.",,,,"comedy, vhs",,null,,,19653370,,,,,,,,,,,,,,,,,2026-09-16,1
2oga4a7tqt,movie,"Oddball Hall",,,,"Rental Library",,,"Elderly jewel thieves on the run from the law pass themselves off as wizards to a village of bewildered Africans.",,,,"comedy, vhs",,null,,,19587834,,,,,,,,,,,,,,,,,2026-09-16,1
w1e9o9nisd,movie,"Me Myself I",,,,"Rental Library",,,"Pamela Drury is unhappy, and alone. On her birthday she stumbles across a photo of Robert Dickson, and wonders what would've happened had she said yes to his proposal. A freak accident causes Pamela to live out the life she could've had, but is the grass on the other side always greener?",,,,"comedy, vhs",,null,,,19522298,,,,,,,,,,,,,,,,,2026-09-16,1
qhft8tnwe4,movie,"Legal Eagles",,,,"Rental Library",,,"Assistant District Attorney Tom Logan is set for higher office, at least until he becomes involved with defence lawyer Laura Kelly and her unpredictable client Chelsea Deardon. It seems the least of Chelsea's crimes is the theft of a very valuable painting, but as the women persuade Logan to investigate further and to cut some official corners, a much more sinister scenario starts to emerge.",,,,"comedy, vhs",,null,,,19489530,,,,,,,,,,,,,,,,,2026-09-16,1
6um4r458dt,movie,"The Incredibly True Adventures of 2 Girls in Love",,,,"Rental Library",,,,,,,"comedy, vhs",,null,,,19456762,,,,,,,,,,,,,,,,,2026-09-16,1
8g3kxk2ohq,movie,"Me, Myself and Irene",,,,"Rental Library",,,"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",,,,"comedy, vhs",,null,,,19423994,,,,,,,,,,,,,,,,,2026-09-16,1
xlzv9vkjps,movie,"Quigley Down Under",,,,"Rental Library",,,"American Matt Quigley answers Australian land baron Elliott Marston's ad for a sharpshooter to kill the dingoes on his property. But when Quigley finds out that Marston's real target is the aborigines, Quigley hits the road. Now, even American expatriate Crazy Cora can't keep Quigley safe in his cat-and-mouse game with the homicidal Marston.",,,,"action, vhs",,null,,,96093178,,,,,,,,,,,,,,,,,2026-09-16,1
56dmpmfv9x,movie,"Short Cuts",,,,"Rental Library",,,"Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather tells his son, Howard, about his past affairs. Meanwhile, a baker starts harassing the family when they fail to pick up the boy's birthday cake.",,,,"comedy, vhs",,null,,,96060410,,,,,,,,,,,,,,,,,2026-09-16,1
4jls5snkbx,movie,"The Dunera Boys",,,,"Rental Library",,,"At the start of WWII the British Government decided to arrest all Germans in the UK no matter how long they had been there. Among those arrested were many Jewish refugees and many who were fully assimilated. This film records the story of a group who were sent to a POW camp in Australia aboard the Dunera.",,,,"drama, vhs",,null,,,96027642,,,,,,,,,,,,,,,,,2026-09-16,1
ri15t5rxoz,movie,"Smart Money",,,,"Rental Library",,,,,,,"drama, vhs",,null,,,95994874,,,,,,,,,,,,,,,,,2026-09-16,1
0cprqxudcu,movie,"The Heart of Me",,,,"Rental Library",,,"Drama set in 1930s London with two sisters, Madeleine married to Rickie, and Dinah, who falls in love with him. Rickie and Dinah begin an affair which is to have repercussions throughout all their lives.",,,,"drama, vhs",,null,,,95962106,,,,,,,,,,,,,,,,,2026-09-16,1
m4xl17p31h,movie,"Wish You Were Dead",,,,"Rental Library",,,"Two bad women fight over one man in a back-stabbing, money-grabbing, insurance-hustling, double-dealing, two-timing caper.",,,,"comedy, vhs",,null,,,95667194,,,,,,,,,,,,,,,,,2026-09-16,1
ywhe25qr71,movie,"Hope and Glory",,,,"Rental Library",,,"A middle-aged man recalls his childhood growing up in and around London during World War II.",,,,"drama, vhs",,null,,,95634426,,,,,,,,,,,,,,,,,2026-09-16,1
obayjrb0an,movie,"Mussolini and I",,,,"Rental Library",,,,,,,"drama, vhs",,null,,,95601658,,,,,,,,,,,,,,,,,2026-09-16,1
cnrihl4mmk,movie,"We're Talkin' Serious Money",,,,"Rental Library",,,"When a pair of misfits loses a New York mobster's money, they flee to Los Angeles, where a compromising video of powerful senators falls into their lap.",,,,"comedy, vhs",,null,,,95568890,,,,,,,,,,,,,,,,,2026-09-16,1
8g3kxycohq,movie,"Easy Money",,,,"Rental Library",,,,,,,"comedy, vhs",,null,,,95536122,,,,,,,,,,,,,,,,,2026-09-16,1
kq7fvelysl,movie,"Year of the Comet",,,,"Rental Library",,,"An auctioneer's daughter and a rich buyer's emissary fall for each other while trying to keep a rare wine out of the hands of evil doers.",,,,"action, vhs",,null,,,95470586,,,,,,,,,,,,,,,,,2026-09-16,1
t0bpknb93y,movie,"For Keeps",,,,"Rental Library",,,"Young high school couple Darcy Elliot and Stan Bobrucz are one year from graduation, with promising futures ahead of them. But their paths take a drastic turn when Darcy becomes pregnant. Unwilling to go through an abortion or an adoption — despite their parents' pleas — Darcy and Stan decide to sacrifice their college experiences and degrees in order to keep and raise the baby. After a quick marriage, the two realize it won't be as easy as they thought.",,,,"romantic-comedy, vhs",,null,,,95437818,,,,,,,,,,,,,,,,,2026-09-16,1
3kj7zhwarj,movie,"Extreme Days",,,,"Rental Library",,,"As four lifelong friends, Will, Bryan, Matt, and Corey, are on the road trip they've been planning their whole lives, Corey's beloved grandfather unexpectedly dies. When going to claim Corey's inheritance, the gang meets Matt's beautiful cousin Jessie and embark on a hilarious, extreme sports-filled adventure.",,,,"kids-family, vhs",,null,,,95372282,,,,,,,,,,,,,,,,,2026-09-16,1
het0gd819k,movie,"Working Girl",,,,"Rental Library",,,,,,,"comedy, vhs",,null,,,95339514,,,,,,,,,,,,,,,,,2026-09-16,1
nxizesz41p,movie,"A Fool and His Money",,,,"Rental Library",,,,,,,"romantic-comedy, vhs",,null,,,95306746,,,,,,,,,,,,,,,,,2026-09-16,1
lsv8doo7b9,movie,"Soap Dish",,,,"Rental Library",,,,,,,"comedy, vhs",,null,,,95273978,,,,,,,,,,,,,,,,,2026-09-16,1
j7s26t6qlq,movie,"Doom Runners",,,,"Rental Library",,,"In a post-apocalyptic world, a group of children move from one uncertain world to another in their quest for sanctuary.",,,,"sci-fi, vhs",,null,,,95241210,,,,,,,,,,,,,,,,,2026-09-16,1
iz5608ulqm,movie,"Pure Country",,,,"Rental Library",,,"Dusty Chandler is a super star in the country music world, but his shows have the style of a '70s rock concert. One day he takes a walk - out of his overdone concerts to find his real country roots. He's helped and hindered by friends and staff, but pushes on in his search for a real music style as well as a real romance.",,,,"drama, vhs",,null,,,95208442,,,,,,,,,,,,,,,,,2026-09-16,1
ayqhs1vpsz,movie,"He Said, She Said",,,,"Rental Library",,,"Womanising, right-wing Dan Hanson and quiet, liberal Lorie Bryer work for the Baltimore Sun. Rivals for the job of new writer of a vacant column, the paper ends up instead printing their very different opinions alongside each other, which leads to a similarly combative local TV show. At the same time their initial indifference to each other looks like it may evolve into something more romantic.",,,,"romantic-comedy, vhs",,null,,,95175674,,,,,,,,,,,,,,,,,2026-09-16,1
e90camy5u2,movie,"The Bridges of Medison County",,,,"Rental Library",,,,,,,"drama, vhs",,null,,,95110138,,,,,,,,,,,,,,,,,2026-09-16,1
v8u3naj26q,movie,"Eight Days a Week",,,,"Rental Library",,,"Peter loves his next door neighbour Erica and, on the advice of his grandfather, decides to camp out on her front lawn for the entire summer, or until she agrees to go out with him. His father is none too happy about the idea and refuses to let his son back in the house, even to get a change of clothes.",,,,"comedy, vhs",,null,,,95077370,,,,,,,,,,,,,,,,,2026-09-16,1
ftob3cre5y,movie,Solo,,,,"Rental Library",,,"An android fighting-machine is charged with destroying a small brigade of rebels in a Latin American war who are fighting to maintain their freedom and protect their village. Contrary to his programming, Peebles decides to stay and assist the rebels in their plight. Having gained this information, his ""creators"" develop a more powerful android to try and defeat him.",,,,"action, vhs",,null,,,95044602,,,,,,,,,,,,,,,,,2026-09-16,1
gakqlw5bt4,movie,"Redwood Curtain",,,,"Rental Library",,,"Geri Riordan is adopted, half-Vietnamese, eighteen, and a piano prodigy. She also feels as if she doesn't know who she really is, and when her adopted father dies, she begins to search for her biological father.",,,,"drama, vhs",,null,,,95011834,,,,,,,,,,,,,,,,,2026-09-16,1
6um4rk18dt,movie,"Murphy's Fault",,,,"Rental Library",,,,,,,"comedy, vhs",,null,,,94979066,,,,,,,,,,,,,,,,,2026-09-16,1
dmnxwj5u84,movie,"Educating Rita",,,,"Rental Library",,,"Rita, a witty 26-year-old hairdresser, wants to 'discover' herself, so she joins the Open University where she meets the disillusioned professor of literature, Dr. Frank Bryant. His marriage has failed, his new girlfriend is having an affair with his best friend and he can't get through the day without downing a bottle or two of whisky. What Frank needs is a challenge... and along comes Rita.",,,,"romantic-comedy, vhs",,null,,,35931130,,,,,,,,,,,,,,,,,2026-09-16,1
2oga4phtqt,movie,"Ed's Next Move",,,,"Rental Library",,,"Ed lives in Wisconsin. He's just been dumped by his girlfriend, so he moves to New York City for a big change...but will he ever find love again? He loves his new job studying the genetics of different strains of rice. Then Ed meets Lee, a quirky singer. She's just what Ed thinks he's looking for, and she's available...or is she?",,,,"romantic-comedy, vhs",,null,,,35865594,,,,,,,,,,,,,,,,,2026-09-16,1
w1e9o64isd,movie,"A Saintly Switch",,,,"Rental Library",,,"The story is about a married couple with children on the verge of divorce. Their imminent divorce, like many, is due to their mutual lack of respect and compassion for each other and the effect it has on their children. When the family makes a traumatic move to New Orleans they move into an old, Victorian home. There, in the attic, the children think they have found the ""magic"" to solve their parent's problems. The children accidentally manage to switch the souls of their parents. Now the wife must face the perils of the lockeroom and pressures as family breadwinner and the husband must face pregnancy and bond with his children. Newfound respect and appreciation is gained as the couple finally find out what it's like to walk in the other person's shoes.",,,,"comedy, vhs",,null,,,35832826,,,,,,,,,,,,,,,,,2026-09-16,1
qhft894we4,movie,"Soldier's Fortune",,,,"Rental Library",,,,,,,"action, vhs",,null,,,35800058,,,,,,,,,,,,,,,,,2026-09-16,1
bpyw7iocho,movie,"The Edge",,,,"Rental Library",,,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.",,,,"action, vhs",,null,,,35734522,,,,,,,,,,,,,,,,,2026-09-16,1
6um4rkv8dt,movie,"Sleeping Beauty (1989)",,,,"Rental Library",,,,,,,"kids-family, vhs",,null,,,35701754,,,,,,,,,,,,,,,,,2026-09-16,1
xlzv92yjps,movie,"Soldier of Fortune Inc.",,,,"Rental Library",,,"An elite team of ex-military operatives perform black ops missions for the US government.",,,,"action, vhs",,null,,,35636218,,,,,,,,,,,,,,,,,2026-09-16,1
4jls5f4kbx,movie,DragonFight,,,,"Rental Library",,,,,,,"action, vhs",,null,,,35570682,,,,,,,,,,,,,,,,,2026-09-16,1
ri15t2jxoz,movie,"The Train Robbers",,,,"Rental Library",,,"A gunhand named Lane is hired by a widow, Mrs. Lowe, to find gold stolen by her deceased husband so that she may return it and clear the family name.",,,,"action, vhs",,null,,,35537914,,,,,,,,,,,,,,,,,2026-09-16,1
0cprqjgdcu,movie,"Son of the Pink Panther",,,,"Rental Library",,,"The illegitimate son of Inspector Clouseau is on the case of the kidnapped Princess Yasmin.",,,,"comedy, vhs",,null,,,35472378,,,,,,,,,,,,,,,,,2026-09-16,1
m4xl1hn31h,movie,Dutch,,,,"Rental Library",,,"To get to know his girlfriend's son, a man volunteers to pick him up from a prep school... only to learn that her son's not the nicest kid.",,,,"comedy, vhs",,null,,,35439610,,,,,,,,,,,,,,,,,2026-09-16,1
ywhe2vwr71,movie,"Father's Day",,,,"Rental Library",,,"Teenager Philip has a day out with his father, whom he has not seen since he was two years old. His mother is not keen to hand her son over to the man who deserted them.",,,,"comedy, vhs",,null,,,35406842,,,,,,,,,,,,,,,,,2026-09-16,1
obayjxc0an,movie,"The Fear Inside",,,,"Rental Library",,,"An agoraphobic children's book illustrator is trapped inside her home by two young psychos-in-love, who terrorize her. It is only when her young son is threatened that she manages to overcome her paralyzing fears and attempt to leave her home to save him...",,,,"thriller, vhs",,null,,,35341306,,,,,,,,,,,,,,,,,2026-09-16,1
cnrih7kmmk,movie,Salvador,,,,"Rental Library",,,,,,,"drama, vhs",,null,,,35308538,,,,,,,,,,,,,,,,,2026-09-16,1
8g3kxrmohq,movie,"Dying to Get Rich",,,,"Rental Library",,,,,,,"comedy, vhs",,null,,,35275770,,,,,,,,,,,,,,,,,2026-09-16,1
kq7fv57ysl,movie,"Sleeping with the Enemy",,,,"Rental Library",,,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband.",,,,"thriller, vhs",,null,,,35243002,,,,,,,,,,,,,,,,,2026-09-16,1
obayiyx0an,movie,Eddington,"Ari Aster",Ari,Aster,"Rental Library",0810180991698,810180991698,"In May of 2020, a standoff between a small-town sheriff and mayor sparks a powder keg as neighbor is pitted against neighbor in Eddington, New Mexico.","Distribution Solutions",2025-10-07,,"blu-ray, drama",,,148,,92127482,,,,,1,,,"Deirdre O’Connell, Joaquin Phoenix, Luke Grimes, Pedro Pascal",,,,,,,,,2026-09-16,1
ri15854xoz,movie,Spawn,"Mark A.Z. Dippé",Mark,Dippé,"Rental Library",0760137185536,,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons makes a pact with the devil to be resurrected to see his beloved wife Wanda. In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.","Arrow Video",2025-10-07,,"4k, action",,,98,,91963642,,,,,,,,"D.B. Sweeney, Frank Welker, John Cothran, John Leguizamo",,,,,,,,,2026-09-16,1
v8u3yay26q,movie,Rope,"Alfred Hitchcock",Alfred,Hitchcock,"Rental Library",0191329241080,191329241080,"Two young men attempt to prove they committed the perfect murder by hosting a dinner party for the family of a classmate they just strangled to death.","Universal Pictures Home Entertainment",2023-10-31,,"4k, thriller",,,81,,91898106,,,,,2,,,"James Stewart, Farley Granger, Sir Cedric Hardwicke, Constance Collier, Joan Chandler",,,,,,,,,2026-09-16,1
gakq1wsbt4,movie,"Super Mario Bros Movie","Aaron Horvath",Aaron,Horvath,"Rental Library",0191329241516,191329241516,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.","Studio Distribution Services",2023-06-13,,"4k, kids-family",,,,,91832570,,,,,,,,"Chris Pratt, Anna Taylor-Joy, Charlie Day",,,,,,,,,2026-09-16,1
qhftd9awe4,movie,Oppenheimer,"Christopher Nolan",Christopher,Nolan,"Rental Library",0191329253120,191329253120,"The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.","Universal Pictures Home Entertainment",2023-11-21,,"4k, drama",,,181,,91701498,,,,,3,,,"Cillian Murphy, Emily Blunt, Matt Damon, Rami Malek, Kenneth Branagh",,,,,,,,,2026-09-16,1
6um4qkf8dt,movie,Jaws,,,,"Rental Library",0191329134795,191329134795,"When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled shark hunter embark on a desperate quest to kill the beast before it strikes again.",,,,"4k, horror",,,,,91504890,,,,,,,,,,,,,,,,,2026-09-16,1
56dmk3zv9x,movie,"Lawrence of Arabia","David Lean",David,Lean,"Rental Library",0043396646827,043396646827,"During World War I, English officer Thomas Edward 'T.E.' Lawrence sets out to unite and lead the diverse, often warring, Arab tribes to fight the Turks.","Sony Pictures Home Entertainment",2026-02-10,,"4k, drama",,,227,,91439354,,,,,4,,,"Alec Guinness, Anthony Quinn, Jack Hawkins, Omar Sharif, Peter O'Toole",2.20:1,,,,,,,,2026-09-16,1
