call_number,title,description,tags,image_path
07191546,"10,000 BC",A prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe.,"DVD, action",libib-sync/batch-0014/07191546.jpg
41024250,10.0 Earthquake,"Los Angeles is about to be hit by a devastating earthquake, and time is running out to save the city from imminent danger.","DVD, action",libib-sync/batch-0014/41024250.jpg
41200890,16 Blocks,"An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.","DVD, action",libib-sync/batch-0014/41200890.jpg
70722554,21 Jump Street,"When cops Schmidt and Jenko join the secret Jump Street unit, they use their youthful appearances to go undercover as high school students. They trade in their guns and badges for backpacks, and set out to shut down a dangerous drug ring. But, as time goes on, Schmidt and Jenko discover that high school is nothing like it was just a few years earlier -- and, what's more, they must again confront the teenage terror and anxiety they thought they had left behind.","DVD, comedy",libib-sync/batch-0014/70722554.jpg
67544058,21 & Over,"Brilliant student Jeff Chang has the most important interview of his life tomorrow. But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan.","DVD, comedy",libib-sync/batch-0014/67544058.jpg
91434490,27 Dresses,Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,"DVD, romantic-comedy",libib-sync/batch-0014/91434490.jpg
04088058,28 Days,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.","DVD, comedy",libib-sync/batch-0014/04088058.jpg
83827450,300,"A story very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians.","DVD, action",libib-sync/batch-0014/83827450.jpg
28270074,54,"When the mastermind behind New York's infamous Studio 54 disco plucks young Shane from the sea of faces clamoring to get inside his club, he not only gets his foot in the door, but lands a coveted job behind the bar — and a front-row ticket to the most legendary party on the planet!","DVD, musical",libib-sync/batch-0014/28270074.jpg
62361082,6 Souls,A female forensic psychiatrist discovers that all of one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished.,"DVD, horror",libib-sync/batch-0014/62361082.jpg
30728698,8MM,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.","DVD, thriller",libib-sync/batch-0014/30728698.jpg
51438074,8MM2,"Entering a seamy underground world of peep shows, nude clubs, and live Internet sex is David Huxley, an aspiring politician who has everything to lose. Secretly filmed in a steamy three-way with his fiancée Tish and a gorgeous young model, David is desperate to find the extortionist who's demanding an exorbitant amount of money for the negatives. But when the blackmail trail ends in murder and David is kidnapped, Tish must come up with $5 million ransom or her fiancé's once-promising career, and life, may come to a dead end.","DVD, thriller",libib-sync/batch-0014/51438074.jpg
29978618,9,"When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.","DVD, sci-fi",libib-sync/batch-0014/29978618.jpg
01801466,A Beautiful Mind,"From the heights of notoriety to the depths of depravity, John Forbes Nash Jr. experiences it all. As a brilliant but socially awkward mathematician, he made a groundbreaking discovery early in his career and stands on the brink of international acclaim. But as the handsome and arrogant Nash accepts secret work in cryptography, he becomes entangled in a mysterious conspiracy. His life takes a nightmarish turn and he soon finds himself on a painful and harrowing journey of self-discovery.","DVD, drama",libib-sync/batch-0014/01801466.jpg
