Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Waitlist Emails (product.metafields.custom.waitlist_emails),Art style (product.metafields.shopify.art-style),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Media format (product.metafields.shopify.media-format),Neckline (product.metafields.shopify.neckline),Orientation (product.metafields.shopify.orientation),Sleeve length type (product.metafields.shopify.sleeve-length-type),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
die-hard-with-a-vengeance-vhs-floor-sale-action,Die Hard With a Vengeance,"<p>New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.</p>",VHS,Media > Videos,,"Action, Floor Sale, Formatted, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,68980218,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/buqmCdFQEWwEpL3agGgg2GVjN2d_d87c1997-92db-491a-b3d8-4f3642f0fe1f.jpg?v=1788195725,1,Die Hard With a Vengeance (1995) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
die-hard-2-vhs-floor-sale-action,Die Hard 2,"<p>One year after his heroics in Los Angeles, John McClane is an off-duty cop who is the wrong guy in the wrong place at the wrong time. On a snowy Christmas Eve, as he waits for his wife's plane to land at Washington Dulles International Airport, terrorists take over the air traffic control system in a plot to free a South American army general and drug smuggler being flown into the US to face drug charges. It's now up to McClane to take on the terrorists, while coping with an inept airport police chief, an uncooperative anti-terrorist squad, and the life of his wife and everyone else trapped in planes circling overhead.</p>",VHS,Media > Videos,,"Action, Floor Sale, Formatted, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,68947450,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/ybki0UWO3OPhaM6MSniuKC7sy1R_2fb037c1-6ebb-4c52-a02e-839bd8a2bd2d.jpg?v=1788195724,1,Die Hard 2 (1990) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
deep-impact-vhs-floor-sale-sci-fi,Deep Impact,"<p>A seven-mile-wide space rock is hurtling toward Earth, threatening to obliterate the planet. Now, it's up to the president of the United States to save the world. He appoints a tough-as-nails veteran astronaut to lead a joint American-Russian crew into space to destroy the comet before impact. Meanwhile, an enterprising reporter uses her smarts to uncover the scoop of the century.</p>",VHS,Media > Videos,,"Floor Sale, Formatted, Sci-Fi, VHS",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,false,false,,,,,17975290,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/a3vQS7JKqlOb3MdVJHuTCP9s7Mg_0ae5cc60-6553-42c3-98f4-c6002d1d8231.jpg?v=1788195723,1,Deep Impact (1998) poster,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
death-wish-4-the-crackdown-vhs-rental-action,Death Wish 4 The Crackdown,"<p>After the death of his girlfriend's daughter from a drug overdose, Paul Kersey takes on the local drug cartel.</p>",VHS,Media > Videos,,"Action, Formatted, Rental, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,78250490,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/r8HwJQJyKRyJ2JypwiVR5p0ZV84_855bf743-74e4-4320-a301-61582456c4ed.jpg?v=1788195722,1,Death Wish 4 The Crackdown (1987) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
death-wish-3-vhs-floor-sale-action,Death Wish 3,<p>Architect/vigilante Paul Kersey arrives back in New York City and is forcibly recruited by a crooked police chief to fight street crime caused by a large gang terrorizing the neighborhoods.</p>,VHS,Media > Videos,,"Action, Floor Sale, Formatted, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,false,false,,,,,98426618,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/mc33TytXxkC9cSKyztDJzwF3lbn_e0de81f1-63e8-4390-afce-dbcee2a165bf.jpg?v=1788195721,1,Death Wish 3 (1985) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
death-wish-1974-vhs-floor-sale-action,Death Wish (1974),"<p>After his wife is murdered by street punks, a pacifistic New York City architect becomes a one-man vigilante squad, prowling the streets for would-be muggers after dark.</p>",VHS,Media > Videos,,"Action, Floor Sale, Formatted, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,false,false,,,,,68608762,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/rNksI6UiuTgLtBy69WvKT1PrG0R_63aa490f-cb46-44d9-bf90-4d357b1f1abd.jpg?v=1788195721,1,Death Wish (1974) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
death-wise-the-face-of-death-vhs-rental-action,Death Wise The Face of Death,"<p>Death Wish V: The Face of Death is a 1994 vigilante action-thriller film, the fifth installment in the Death Wish series, starring Charles Bronson as a vigilante seeking revenge against a mob-connected fashion designer who has terrorized his fiancée.</p>",VHS,Media > Videos,,"Action, Formatted, Rental, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,79397370,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/DeathWish5.jpg?v=1788272242,1,Death Wise The Face of Death poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
dead-poets-society-vhs-floor-sale-drama,Dead Poets Society,"<p>At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.</p>",VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,false,false,,,,,64866298,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/tNvKkSnnn4Z6RCBThyK1gfCSSvv_f8ee2907-4780-4268-8817-a056ef75a876.jpg?v=1788195720,1,Dead Poets Society (1989) poster,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
dave-vhs-floor-sale-comedy,Dave,<p>A sweet-natured Temp Agency operator and amateur Presidential look-alike is recruited by the Secret Service to become a temporary stand-in for the President of the United States.</p>,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,79808506,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/n7wQlcexeER5bW7DvV8sji2vRRH_114bdfd6-8300-43ee-8dc7-decbf3d3509c.jpg?v=1788267354,1,Dave (1993) poster,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
das-boot-directors-cut-vhs-rental-drama,Das Boot: Directors Cut,"<p>A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.</p>",VHS,Media > Videos,,"Drama, Formatted, Rental, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,26529018,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/u8FhQPncOAkwcei2OI9orPWhV6K.jpg?v=1788195719,1,Das Boot: (1981) poster,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
dances-with-wolves-vhs-floor-sale-drama,Dances with Wolves,"<p>Wounded Civil War soldier John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.</p>",VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,false,false,,,,,17582074,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/hw0ZEHAaTqTxSXGVwUFX7uvanSA.jpg?v=1788195718,1,Dances with Wolves (1990) poster,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
crazy-beautiful-vhs-floor-sale-romantic-comedy,Crazy/Beautiful,"<p>At Pacific Palisades High, a poor Latino falls hard for a troubled girl from the affluent neighborhood.</p>",VHS,Media > Videos,,"Floor Sale, Formatted, Romantic Comedy, VHS",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,false,false,,,,,68062714,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/1kxn6w6lvKkrhmVxfVqI0cfBmLa_8d70273e-1eaa-4145-80ec-c27333c04229.jpg?v=1788195717,1,Crazy/Beautiful (2001) poster,false,,,,,,,romantic-comedy,,,,,,,,,,,,lb,,,active
congo-vhs-rental-action,Congo,"<p>Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa, where human greed and the laws of nature have gone berserk.</p>",VHS,Media > Videos,,"Action, Formatted, Rental, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,78578170,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/hPNSToNIIpRO6y5Rh973leqQqNr.jpg?v=1788267354,1,Congo (1995) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
con-air-vhs-floor-sale-action,Con Air,"<p>Newly-paroled former US Army ranger Cameron Poe is headed back to his wife, but must fly home aboard a prison transport flight dubbed ""Jailbird"" taking the “worst of the worst” prisoners, a group described as “pure predators”, to a new super-prison. Poe faces impossible odds when the transport plane is skyjacked mid-flight by the most vicious criminals in the country led by the mastermind — genius serial killer Cyrus ""The Virus"" Grissom, and backed by black militant Diamond Dog and psychopath Billy Bedlam.</p>",VHS,Media > Videos,,"Action, Floor Sale, Formatted, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,67997178,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/kOKjgrEzGOP92rVQ6srA9jtp60l_f6fa4ef8-a2ae-40f5-8624-c9f83eecaf68.jpg?v=1788195717,1,Con Air (1997) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
collateral-damage-vhs-rental-action,Collateral Damage,<p>Firefighter Gordon Brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to Claudio 'The Wolf' Perrini.</p>,VHS,Media > Videos,,"Action, Formatted, Rental, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,80625402,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/rALb2pU8QQGIlYdHezB2F5kwecI.jpg?v=1788267354,1,Collateral Damage (2002) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
cocoon-the-return-vhs-rental-sci-fi,Cocoon the Return,"<p>The reinvigorated elderly group that left Earth comes back to visit their relatives. Will they all decide to go back to the planet where no one grows old, or will they be tempted to remain on Earth?</p>",VHS,Media > Videos,,"Formatted, Rental, Sci-Fi, VHS",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,26463482,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/xBsXdBl8qCXoQsWX6vfsVjWOMGk.jpg?v=1788195716,1,Cocoon the Return (1988) poster,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
cocoon-the-return-vhs-floor-sale-sci-fi,Cocoon The Return,"<p>The reinvigorated elderly group that left Earth comes back to visit their relatives. Will they all decide to go back to the planet where no one grows old, or will they be tempted to remain on Earth?</p>",VHS,Media > Videos,,"Floor Sale, Formatted, Sci-Fi, VHS",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,false,false,,,,,98262778,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/xBsXdBl8qCXoQsWX6vfsVjWOMGk_3c297591-dfbe-4899-a7da-9635a3a8fadf.jpg?v=1788195715,1,Cocoon The Return (1988) poster,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
clear-and-present-danger-vhs-floor-sale-action,Clear and Present Danger,"<p>Agent Jack Ryan becomes acting Deputy Director of Intelligence for the CIA when Admiral Greer is diagnosed with cancer. When an American businessman, and friend of the president, is murdered on his yacht, Ryan starts discovering links between the man and drug dealers. As former CIA agent John Clark is sent to Colombia to kill drug cartel kingpins in retaliation, Ryan must fight through multiple cover-ups to figure out what happened and who's responsible.</p>",VHS,Media > Videos,,"Action, Floor Sale, Formatted, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,68029946,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/6xTM8FPxrLRYwz6I3fqtwh7xybs.jpg?v=1788267353,1,Clear and Present Danger (1994) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
class-action-vhs-floor-sale-drama,Class Action,"<p>A liberal activist lawyer alienated his daughter Maggie years ago when she discovered his many affairs. Now a conservative corporate lawyer, Maggie agrees to go up against her father in court. To gain promotion, she must defend an auto manufacturer against charges that their explosion-prone station wagons are unsafe. As her mother begs for peace, Maggie takes on her dad in a trial that turns increasingly personal and nasty.</p>",VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,false,false,,,,,68816378,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/9BOsvZL2DuE2JFGYOssynTjs8K6.jpg?v=1788195715,1,Class Action (1991) poster,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
