Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Rental Availability (product.metafields.scf.avf),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
lovers-lane-arrow,Lovers Lane (Arrow),"This limited edition release features a stunning 2K restoration of the cult classic slasher, accompanied by a reversible sleeve with original and newly commissioned artwork. Fans will appreciate the extensive bonus content, including a brand new audio commentary and an insightful filmed appreciation that delves into the film's production history. This definitive collector's set is a must-have for horror enthusiasts looking to upgrade their physical media library with high-quality visual presentation.",BLU-RAY,,,"Horror, Rental",true,Condition,70%,,Serial Number,001A,,,,,191-BLRLOV-70-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRLOV-70-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404229765.jpg?v=1781404268,1,191-BLRLOV-70-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404229765.jpg?v=1781404268,lb,,,active
crimes-of-the-future,Crimes of the Future,,BLU-RAY,,,"Action, Rental",true,Condition,50%,,Serial Number,001A,,,,,191-BLRCRI-50-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRCRI-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404176031.jpg?v=1781404265,1,191-BLRCRI-50-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404176031.jpg?v=1781404265,lb,,,active
dredd,Dredd,This gripping graphic novel delivers high-stakes dystopian action through detailed illustrations and a gritty narrative style. It is an essential addition for collectors and fans of dark sci-fi seeking an immersive journey into a lawless future. The sleek trade paperback format ensures it looks great on any shelf while remaining easy to read.,BLU-RAY,,,"Action, Rental",true,Condition,50%,,Serial Number,001A,,,,,191-BLRDRE-50-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRDRE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404109629.jpg?v=1781404263,1,191-BLRDRE-50-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404109629.jpg?v=1781404263,lb,,,active
point-break,Point Break,,BLU-RAY,,,"Action, Rental",true,Condition,50%,,Serial Number,001A,,,,,191-BLRPOI-50-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRPOI-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404057284.jpg?v=1781404262,1,191-BLRPOI-50-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404057284.jpg?v=1781404262,lb,,,active
the-red-queen-kills-seven-times-arrow,The Red Queen Kills Seven Times (Arrow),"This high-definition restoration brings a stylish Italian gothic thriller to life with vibrant visual clarity and lossless audio. The collectible set features extensive special features including interviews, scholarly commentary, and an illustrated booklet that explores the film's macabre mystery. It is a definitive edition for genre enthusiasts looking to add a masterfully crafted slasher classic to their physical media library.",Arrow Video,,,"Rental, Thriller",true,Condition,50%,,Serial Number,001A,,,,,191-RRWTHE-50-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-RRWTHE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781403975129.jpg?v=1781403995,1,191-RRWTHE-50-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781403975129.jpg?v=1781403995,lb,,,active
kinji-fukasakus-battles-without-honor-and-humanity-the-complete-trilogy-arrow,Kinji Fukasaku's Battles Without Honor and Humanity: The Complete Trilogy (Arrow),"This definitive collection features three seminal masterpieces of the yakuza genre, presented in stunning high-definition with an array of insightful bonus content. Fans of gritty crime cinema will appreciate the raw cinematography and complex storytelling that redefined the portrayal of the underworld. Each disc is housed in premium packaging, making this a quintessential addition for any serious world cinema enthusiast or collector.",BLU-RAY,,,"Action, Rental",true,Condition,50%,,Serial Number,001A,,,,,191-BLRKIN-50-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRKIN-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781403904040.jpg?v=1781403993,1,191-BLRKIN-50-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781403904040.jpg?v=1781403993,lb,,,active
it-happened-on-5th-avenue,It Happened on 5th Avenue,"This heartwarming holiday comedy follows a group of unlikely squatters who find shelter in a boarded-up luxury mansion while the owners are away for the winter. The classic black-and-white film offers a charming blend of mid-century wit and a timeless message about the true meaning of generosity and family. Captured in high definition, this home media release is an essential addition for fans of vintage cinema and traditional Christmas storytelling.",DVD,,,Comedy,true,Condition,50%,,Serial Number,001A,,,,,191-DVDITH-50-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDITH-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781403752316.jpg?v=1781403990,1,191-DVDITH-50-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781403752316.jpg?v=1781403990,lb,,,active
vertigo,Vertigo,Experience this psychological thriller in stunning high definition with a restoration that captures every haunting detail of the suspenseful narrative. This cinematic masterpiece features legendary performances and groundbreaking cinematography that make it an essential addition to any classic film collection. The disc includes immersive bonus content and behind-the-scenes insights into one of the most celebrated titles in movie history.,Alfred Hitchcock,,,"Rental, Thriller",true,Condition,50%,,Serial Number,001A,,,,,191-ALFVER-50-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-ALFVER-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781402999401.jpg?v=1781403166,1,191-ALFVER-50-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781402999401.jpg?v=1781403166,lb,,,active
mr-mrs-smith,Mr. & Mrs. Smith,This adrenaline-fueled home video release follows a suburban couple who discover they are both secret assassins working for competing agencies. The disc features high-definition picture quality and explosive action sequences that offer a thrilling blend of comedy and suspense for any cinematic collection. It is a must-have for fans of stylish spy thrillers and fast-paced romantic chemistry.,BLU-RAY,,,"Action, Rental",true,Condition,50%,,Serial Number,001A,,,,,191-DVDMRM-50-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDMRM-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781402934277.jpg?v=1781403164,1,191-DVDMRM-50-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781402934277.jpg?v=1781403164,lb,,,active
mr-mrs-smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781747393330.jpg?v=1781748020,2,191-BLRMRM-50-001A,,,,,,,,,,,,,,
