Handle,Title,Body (HTML),Vendor,Product Category,Tags,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Barcode,Image Src,Image Position,Image Alt Text,Genre (product.metafields.shopify.genre)
the-toy-vhs-rental-comedy,The Toy,,VHS,Media > Videos,"Rental, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,0,18542842,,,,comedy
the-nutty-professor-vhs-rental-comedy,The Nutty Professor,,VHS,Media > Videos,"Rental, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,0,18510074,,,,comedy
brazil-vhs-rental-sci-fi,Brazil,,VHS,Media > Videos,"Rental, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,0,18477306,,,,sci-fi
a-perfect-murder-vhs-rental-thriller,A Perfect Murder,"<p>Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory.</p>",VHS,Media > Videos,"Rental, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,0,18444538,https://image.tmdb.org/t/p/w1280/wC0ax12N9GQ8vMXPEs4nES5AAiB.jpg,,A Perfect Murder (1998) poster,thriller
dirty-dancing-vhs-rental-drama,Dirty Dancing,,VHS,Media > Videos,"Rental, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,18411770,,,,drama
the-pit-and-the-pendulum-vhs-rental-horror,The Pit and the Pendulum,,VHS,Media > Videos,"Rental, VHS, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,0,18379002,,,,horror
city-of-angels-vhs-rental-drama,City of Angels,,VHS,Media > Videos,"Rental, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,07663866,,,,drama
teenage-mutant-ninja-turtles-2-vhs-rental-kids-family,Teenage Mutant Ninja Turtles 2,,VHS,Media > Videos,"Rental, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,07631098,,,,kids-family
an-affair-to-remember-vhs-rental-drama,An Affair to Remember,,VHS,Media > Videos,"Rental, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,07598330,,,,drama
mclintock-vhs-rental-action,McLintock,"<p>Aging rancher and self-made man, George Washington McLintock is forced to deal with numerous personal and professional problems. Seemingly everyone wants a piece of his enormous farmstead, including high-ranking government men and nearby Native Americans. As McLintock tries to juggle his various adversaries, his wife—who left him two years previously—suddenly returns. But she isn't interested in George; she wants custody of their daughter.</p>",VHS,Media > Videos,"Rental, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,07565562,https://image.tmdb.org/t/p/w1280/gjaAtWJqGomsE5qNQStHcHhSzES.jpg,,McLintock (1963) poster,action
shane-vhs-rental-action,Shane,,VHS,Media > Videos,"Rental, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,07532794,,,,action
the-blue-angel-vhs-rental-drama,The Blue Angel,,VHS,Media > Videos,"Rental, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,07500026,,,,drama
star-wars-episode-1-the-phantom-menace-vhs-rental-sci-fi,Star Wars Episode 1: The Phantom Menace,"<p>Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.</p>",VHS,Media > Videos,"Rental, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,0,07467258,https://image.tmdb.org/t/p/w1280/6wkfovpn7Eq8dYNKaG5PY3q2oq6.jpg,,Star Wars Episode 1: The Phantom Menace (1999) poster,sci-fi
two-weeks-notice-vhs-rental-romantic-comedy,Two Weeks Notice,"<p>Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.</p>",VHS,Media > Videos,"Rental, VHS, Romantic Comedy, Formatted",Genre,Romantic Comedy,shopify,1,deny,manual,0,07434490,https://image.tmdb.org/t/p/w1280/r18hSGAcxWiUysbX6nFShIZyjjP.jpg,,Two Weeks Notice (2002) poster,romantic-comedy
my-cousin-vinny-vhs-rental-comedy,My Cousin Vinny,"<p>Two carefree pals traveling through rural Alabama on their way back to college are mistakenly arrested and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who has just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend to try his first case, it's a real shock - for him and the Deep South!</p>",VHS,Media > Videos,"Rental, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,0,07401722,https://image.tmdb.org/t/p/w1280/iwSURa8nS2ujwrU3s1lfxxX7voH.jpg,,My Cousin Vinny (1992) poster,comedy
austin-powers-international-man-of-mystery-vhs-rental-comedy,Austin Powers | International Man of Mystery,"<p>As a swinging fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy. But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might.</p>",VHS,Media > Videos,"Rental, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,0,07368954,https://image.tmdb.org/t/p/w1280/5uD4dxNX8JKFjWKYMHyOsqhi5pN.jpg,,Austin Powers | International Man of Mystery (1997) poster,comedy
