call_number,title,description,tags,image_path
62852602,"4 Films in 1: Paris, Je T'aime / The Truth About Love / My Date with Drew / Jack & Jill VS The World","Four Movies in One: Romantic Comedy -- Paris, Je T'aime / The Truth About Love / My Date with Drew / Jack and Jill vs. The World.","DVD, romantic-comedy",libib-sync/batch-0007/62852602.jpg
41712378,400 Bullets,"One cold winter night in Afghanistan is about to get a whole lot worse for Rana Rae, a Gurkha soldier left to guard a British military outpost, when Captain Noah Brandt arrives looking for refuge from a group of rogue special ops and a cell of heavily armed Taliban. The two soldiers must fight for their lives as they attempt to call for backup before the rogue squad, led by the backstabbing Sergeant Bartlett, can hunt them down to retrieve a case of missile guidance chips that Noah intercepted. But Bartlett and his men do not count on Rana, whose ferocious Gurkha training makes him a force to be reckoned with.","DVD, action",libib-sync/batch-0007/41712378.jpg
80350714,42 The Jackie Robinson Story,"In 1947, Jackie Robinson becomes the first Black man to play in Major League Baseball facing unabashed racism from the public, the press and other players.","DVD, drama",libib-sync/batch-0007/80350714.jpg
18444538,A Perfect Murder,"Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory.","VHS, thriller",libib-sync/batch-0007/18444538.jpg
17666042,A.I. Artificial Intelligence,"David, a robotic boy—the first of his kind programmed to love—is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David.","DVD, sci-fi",libib-sync/batch-0007/17666042.jpg
18575610,Along Came a Spider,"After the harrowing death of his partner, forensic psychologist and best-selling author Alex Cross cannot forgive himself and has retreated to the peace of retirement. But when a brilliant criminal kidnaps a senator's young daughter, he is lured back into action as the kidnapper wants to deal with Alex personally. Teamed with Jezzie Flanigan, the Secret Service agent assigned to protect the missing girl, Alex follows a serpentine trail of clues that leads him to a stunning discovery - the kidnapper wants more than just ransom.","VHS, thriller",libib-sync/batch-0007/18575610.jpg
19468282,Alvin and the Chipmunks: Chip Wrecked,"Alvin and the Chipmunks: Chipwrecked is a 2011 American musical comedy film in which Alvin, Simon, Theodore and the Chipettes are stranded on a tropical island after a cruise ship mishap.","DVD, kids-family",libib-sync/batch-0007/19468282.jpg
06877434,Amadeus,Disciplined Italian composer Antonio Salieri becomes consumed by jealousy and resentment towards the hedonistic and remarkably talented young Salzburger composer Wolfgang Amadeus Mozart.,"VHS, drama",libib-sync/batch-0007/06877434.jpg
05520378,Ambushed,"In the frenetic underbelly of Los Angeles, Agent Maxwell closes in on an international cocaine smuggling operation run by criminal mastermind Vincent Camastra. When Agent Beverly Royce goes undercover with the drug dealers and finds herself deeper then she can handle - the case becomes personal for Maxwell who has to combat ruthless killers and dirty cops in an all-out action filled finale to bring the criminals to justice.","DVD, action",libib-sync/batch-0007/05520378.jpg
91181050,American Pie Presends: The Book of Love,"American Pie Presents: The Book of Love is a 2009 American sex comedy film directed by John Putch, the fourth installment in the American Pie Presents spin-off series of the American Pie franchise.","DVD, comedy",libib-sync/batch-0007/91181050.jpg
07598330,An Affair to Remember,A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?,"VHS, drama",libib-sync/batch-0007/07598330.jpg
97559802,Ancient Evil,A rookie police officer is forced to fight for survival against a cannibalistic cult in order to rescue a kidnapped journalist.,"DVD, horror",libib-sync/batch-0007/97559802.jpg
47754490,Anna,"Disappointment, shame and unanswered love. Anna has to experience everything in a single evening, only 15 years old.","DVD, thriller",libib-sync/batch-0007/47754490.jpg
07060474,Apache Junction,"Apache Junction is an outpost of lawlessness, a haven for thieves and cold-blooded killers. After big-city reporter Annabelle Angel arrives to write an article on the town, she becomes a target when notorious gunslinger Jericho Ford comes to her aid. Now Annabelle must entrust her future to a man with a deadly past, as Jericho heads toward a tense showdown.","DVD, action",libib-sync/batch-0007/07060474.jpg
44006138,Archenemy,"Max Fist claims he’s a hero from another dimension who has somehow landed on Earth and been stripped of his powers. Instead of treating him like a powerful champion, no one believes Max’s claims — except for a teenager named Hamster and his sister Indigo. The siblings convince Max to help them take out a local drug gang, where Max’s abilities are put to a violent and harrowing test.","DVD, action",libib-sync/batch-0007/44006138.jpg
