Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Rental Availability (product.metafields.scf.avf),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-patriot-vhs-rental-action,The Patriot,,VHS,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,79167994,,,,false,,,,,,,,,,lb,,,active
starship-troopers-2-vhs-rental-sci-fi,Starship Troopers 2,,VHS,,,"Rental, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,78152186,,,,false,,,,,,,,,,lb,,,active
the-thin-blue-line-vhs-rental-documentary,The Thin Blue Line,,VHS,,,"Documentary, Rental",true,Genre,Documentary,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,78086650,,,,false,,,,,,,,,,lb,,,active
the-patriot-vhs-floor-sale-action,The Patriot,,VHS,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,69526266,,,,false,,,,,,,,,,lb,,,active
the-punisher-vhs-floor-sale-action,The Punisher,,VHS,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,12.00,,true,true,,,,,17844218,,,,false,,,,,,,,,,lb,,,active
wall-street-vhs-floor-sale-drama,Wall Street,,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,69012986,,,,false,,,,,,,,,,lb,,,active
ace-ventura-vhs-floor-sale-comedy,Ace Ventura,,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,68619770,,,,false,,,,,,,,,,lb,,,active
the-village-vhs-floor-sale-horror,The Village,,VHS,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,33468666,,,,false,,,,,,,,,,lb,,,active
the-prophecy-3-vhs-floor-sale-horror,The Prophecy 3,,VHS,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,56872186,,,,false,,,,,,,,,,lb,,,active
tightrope-vhs-floor-sale-action,Tightrope,,VHS,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,9.00,,true,true,,,,,17353978,,,,false,,,,,,,,,,lb,,,active
the-pledge-vhs-floor-sale-action,The Pledge,,VHS,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,17288442,,,,false,,,,,,,,,,lb,,,active
the-squeeze-vhs-floor-sale-action,The Squeeze,,VHS,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,15.00,,true,true,,,,,04339194,,,,false,,,,,,,,,,lb,,,active
the-rescue-vhs-floor-sale-action,The Rescue,,VHS,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,03880442,,,,false,,,,,,,,,,lb,,,active
