Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Waitlist Emails (product.metafields.custom.waitlist_emails),Art style (product.metafields.shopify.art-style),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Media format (product.metafields.shopify.media-format),Neckline (product.metafields.shopify.neckline),Orientation (product.metafields.shopify.orientation),Sleeve length type (product.metafields.shopify.sleeve-length-type),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
that-man-is-pregnant-vhs-rental-comedy,"""That Man is Pregnant""",<p>A man becomes pregnant in a zany comedy.</p>,VHS,Media > Videos,,"Floor Sale, VHS, Comedy, Formatted",,Genre,Comedy,,,,,,,,,,shopify,1,deny,manual,10.00,,,,,,,,43716858,https://image.tmdb.org/t/p/w1280/xUyD0ee4AE1EZw1Sz9AAwpimZm.jpg,,"""That Man is Pregnant"" poster",,,,,,,,comedy,,,,,,,,,,,,,,,active
almost-vhs-rental-comedy,...Almost,"<p>Alex and Erica Boyer are a young couple in crisis. Alex, despite his loving wife, beautiful home and high-paying job, feels trapped. When Erica has an accident that leaves her temporarily confined to a wheelchair and requiring the services of a private nurse, the beautiful Lisa enters the Boyers' lives. A complicated situation develops as Alex sees Lisa as the cure for his own problems as well as his wife's.</p>",VHS,Media > Videos,,"Rental, VHS, Comedy, Formatted",,Genre,Comedy,,,,,,,,,,shopify,1,deny,manual,0,,,,,,,,17318906,https://image.tmdb.org/t/p/w1280/7NlCaLAzu4I6QcNG0UZeqEoVHjG.jpg,,...Almost poster,,,,,,,,comedy,,,,,,,,,,,,,,,active
12-monkeys-vhs-floor-sale-sci-fi,12 Monkeys,"<p>In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly and the son of a famous virus expert who may hold the key to the Army of the 12 Monkeys; thought to be responsible for unleashing the killer disease.</p>",VHS,Media > Videos,,"Floor Sale, VHS, Sci-Fi, Formatted",,Genre,Sci-Fi,,,,,,,,,,shopify,1,deny,manual,8.00,,,,,,,,50121978,https://image.tmdb.org/t/p/w1280/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,,12 Monkeys poster,,,,,,,,sci-fi,,,,,,,,,,,,,,,active
13-assassins,13 Assassins,<p>A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, community-pick, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLR13A-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781745915602.jpg?v=1787926096,1,191-BLR13A-50-001A,false,,,,,,,action,,,,,,,,,,,,lb,,,active
187-vhs,187,,VHS,Media > Videos,,"Floor Sale, VHS, Thriller, Formatted",,Genre,Thriller,,,,,,,,,,shopify,1,deny,manual,6.00,,,,,,,,21242874,,,,,,,,,,,thriller,,,,,,,,,,,,,,,active
1918-vhs-floor-sale-drama,1918,"<p>It's 1918, the height of United States involvement in World War I - Liberty Bonds are sold, German immigrants are suspected as traitors or saboteurs, young men everywhere succumb to the patriotism and propaganda and enlist.  In a small Texas town, Horace Robedaux feels the pressure - he doesn't want to leave his young wife Elizabeth and their young child Jenny - but Elizabeth's can't-do-anything-right little brother is constantly talking about the war, and Elizabeth's stern father, who opposed the marriage initially, now has plans to take care of his daughter and the child so Horace can fight for his country. However, the influenza epidemic sweeping the town (and the nation) may change everyone's plans.</p>",VHS,Media > Videos,,"Floor Sale, VHS, Drama, Formatted",,Genre,Drama,,,,,,,,,,shopify,1,deny,manual,12.00,,,,,,,,98372090,https://image.tmdb.org/t/p/w1280/7R0F3RYClHzzt7HGWUWuCDCpNqI.jpg,,1918 poster,,,,,,,,drama,,,,,,,,,,,,,,,active
2010-the-year-we-make-contact-vhs,2010: The Year We Make Contact,"<p>While planet Earth poises on the brink of nuclear self-destruction, a team of Russian and American scientists aboard the Leonov hurtles to a rendezvous with the still-orbiting Discovery spacecraft and its sole known survivor, the homicidal computer HAL.</p>",VHS,Media > Videos,,"Floor Sale, VHS, Sci-Fi, Formatted",,Genre,Sci-Fi,,,,,,,,,,shopify,1,deny,manual,6.00,,,,,,,,49922810,https://image.tmdb.org/t/p/w1280/mEWKXuCMv7mFMxXVSTI3v8UOQuq.jpg,,2010: The Year We Make Contact poster,,,,,,,,sci-fi,,,,,,,,,,,,,,,active
42-the-jackie-robinson-story-dvd-rental-drama,42 The Jackie Robinson Story,"<p>In 1947, Jackie Robinson becomes the first Black man to play in Major League Baseball facing unabashed racism from the public, the press and other players.</p>",DVD,Media > Videos,,"Rental, DVD, Drama, Formatted",,Genre,Drama,,,,,,,,,,shopify,1,deny,manual,0,,,,,,,,80350714,https://image.tmdb.org/t/p/w1280/iZ7jVGQWj3eBUdqwAPUlKk0BaS2.jpg,,42 The Jackie Robinson Story poster,,,,,,,,drama,,,,,,,,,,,,,,,active
43-the-petty-story-vhs-floor-sale-documentary,43 - The Petty Story,"<p>The story of how Petty Enterprises started and how Richard Petty became ""The King"" as told from his father Lee's point of view.</p>",VHS,Media > Videos,,"Floor Sale, VHS, Documentary, Formatted",,Genre,Documentary,,,,,,,,,,shopify,1,deny,manual,5.00,,,,,,,,71010810,https://image.tmdb.org/t/p/w1280/dwvMa1b89SJhEL7vhXU8B1ldHU8.jpg,,43 - The Petty Story poster,,,,,,,,documentary,,,,,,,,,,,,,,,active
6th-day,6th Day,"<p>A world of the very near future in which cattle, fish, and even the family pet can be cloned. But cloning humans is illegal - that is until family man Adam Gibson comes home from work one day to find a clone has replaced him. Taken from his family and plunged into a sinister world he doesn't understand, Gibson must not only save himself from the assassins who must destroy him to protect their secret, but uncover who and what is behind the horrible things happening to him.</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVD6TH-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782252103220.jpg?v=1787925924,1,191-DVD6TH-001A,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
