call_number,title,description,tags,image_path
17418234,84 Charing Cross Road,"When a humorous script-reader in her New York apartment sees an ad in the Saturday Review of Literature for a bookstore in London that does mail order, she begins a very special correspondence and friendship with Frank Doel, the bookseller who works at Marks & Co., 84 Charing Cross Road.","VHS, drama",libib-sync/batch-0004/17418234.jpg
17614842,A Summer Place,A self-made businessman rekindles a romance with a former flame while their two teenage children begin a romance of their own with drastic consequences for both couples.,"VHS, drama",libib-sync/batch-0004/17614842.jpg
69179386,Absent Minded Professor,"Bumbling professor Ned Brainard accidentally invents flying rubber, or ""Flubber"", an incredible material that gains energy every time it strikes a hard surface. It allows for the invention of shoes that can allow jumps of amazing heights and enables a modified Model-T to fly. Unfortunately, no one is interested in the material except for Alonzo Hawk, a corrupt businessman who wants to steal the material for himself.","VHS, kids-family",libib-sync/batch-0004/69179386.jpg
69081082,All About My Mother,"Following the tragic death of her teenage son, Manuela travels from Madrid to Barcelona in an attempt to contact the long-estranged father the boy never knew. She reunites with an old friend, an outspoken transgender sex worker, and befriends a troubled actress and a pregnant, HIV-positive nun.","VHS, foreign",libib-sync/batch-0004/69081082.jpg
82941946,Almost an Angel,"Terry Dean is an electronics wizard and thief. After he is released from jail, he is hit by a car while saving a little girl's life. While in the hospital, he dreams that God visits him and tells him he's an Angel, and must start doing good things to make up for his past life. Not believing it at first, he soon becomes convinced he must be an Angel. Not having any Angel powers yet, he must use his own experiences and talents to make good things happen.","VHS, comedy",libib-sync/batch-0004/82941946.jpg
78991098,Angel's Dance,A young hitman is asked to prove himself by killing an innocent woman.,"VHS, thriller",libib-sync/batch-0004/78991098.jpg
69319674,Any Given Sunday,A star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. The unknown gives a stunning performance and forces the aging coach to reevaluate his game plans and life. A new co-owner/president adds to the pressure of winning. The new owner must prove herself in a male dominated world.,"VHS, drama",libib-sync/batch-0004/69319674.jpg
69024762,Arachnid,"Mercer's brother, an amateur pilot, crashes on an island and is killed by a giant spider. A year later, when Mercer goes in search of him, she discovers a breed of poisonous arachnids ready to attack.","VHS, sci-fi",libib-sync/batch-0004/69024762.jpg
69417978,Arachnophobia,"A large spider from the jungles of South America is accidentally transported in a crate with a dead body to America where it mates with a local spider. Soon after, the residents of a small California town disappear as the result of spider bites from the deadly spider offspring. It's up to a couple of doctors with the help of an insect exterminator to annihilate these eight legged freaks.","VHS, horror",libib-sync/batch-0004/69417978.jpg
82909178,Around the Bend,"A tale of four generations of men, all of whom have had their offspring at a young age: a great-grandfather, a grandfather, a father in his twenties and a son who is about 7 years old. When the oldest member passes away, the trio heads out on the road together in the Southwest to search out an old family secret that connects to their past.","VHS, drama",libib-sync/batch-0004/82909178.jpg
