Handle,Title,Body (HTML),Vendor,Product Category,Tags,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Barcode,Image Src,Image Position,Image Alt Text,Genre (product.metafields.shopify.genre)
i-love-you-to-death-vhs-floor-sale-comedy,I Love You to Death,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,11443962,,,,comedy
malena-vhs-floor-sale-foreign,Malena,"<p>12-year-old Renato experiences three significant events on the same day: the beginning of the Second World War, getting a bike, and witnessing the arrival of the gorgeous Malèna. Through his eyes, we see the curse of beauty and loneliness of Malena, whose husband is presumed dead, and, through his soul, we see his love for her.</p>",VHS,Media > Videos,"Floor Sale, VHS, Foreign, Formatted",Genre,Foreign,shopify,1,deny,manual,8.00,11247354,https://image.tmdb.org/t/p/w1280/3OyQTl0IGkbnjDxd3MhztfPE34g.jpg,,Malena (2000) poster,foreign
leapin-lizards-vhs-floor-sale-kids-family,Leapin Lizards,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,5.00,11214586,,,,kids-family
little-heros-vhs-floor-sale-kids-family,Little Heros,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,5.00,11181818,,,,kids-family
west-side-story-vhs-floor-sale-musical,West Side Story,"<p>In Manhattan’s Upper West Side, rival gangs of Polish-Americans and newly arrived Puerto Ricans clash for control of the neighborhood, even as two young members from opposite sides fall dangerously in love.</p>",VHS,Media > Videos,"Floor Sale, VHS, Musical, Formatted",Genre,Musical,shopify,1,deny,manual,5.00,36372474,https://image.tmdb.org/t/p/w1280/nzCMu6D5q60i2bVrIQ0DxlRSgCZ.jpg,,West Side Story (1961) poster,musical
joseph-and-the-amazing-technicolor-dreamcoat-vhs-floor-sale-musical,Joseph and the Amazing Technicolor Dreamcoat,,VHS,Media > Videos,"Floor Sale, VHS, Musical, Formatted",Genre,Musical,shopify,1,deny,manual,5.00,36274170,,,,musical
just-married-vhs-floor-sale-romantic-comedy,Just Married,,VHS,Media > Videos,"Floor Sale, VHS, Romantic Comedy, Formatted",Genre,Romantic Comedy,shopify,1,deny,manual,5.00,36241402,,,,romantic-comedy
animal-house-vhs-floor-sale-comedy,Animal House,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,7.00,36208634,,,,comedy
the-indian-in-the-cupboard-vhs-floor-sale-kids-family,The Indian in the Cupboard,<p>A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.</p>,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,7.00,36175866,https://image.tmdb.org/t/p/w1280/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg,,The Indian in the Cupboard (1995) poster,kids-family
ill-do-anything-vhs-floor-sale-comedy,I'll Do Anything,"<p>Matt Hobbs is a talented but unsuccessful actor. When estranged (and strange) ex-wife Beth dumps their daughter Jeannie on Matt, father and daughter have a lot of adjusting to do. His budding relationship with attractive production assistant Cathy Breslow is made complicated, while the precocious child is overly accustomed to getting her own way. Matt eventually faces the choice of family vs career in a particularly difficult way.</p>",VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,36044794,https://image.tmdb.org/t/p/w1280/oroT4oMzldeKglEAnMT94o3KN66.jpg,,I'll Do Anything (1994) poster,comedy
the-heartbreak-kid-vhs-floor-sale-comedy,The Heartbreak Kid,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,8.00,35979258,,,,comedy
