Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Rental Availability (product.metafields.scf.avf),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
get-hard-unrated-bluray-floor-sale-comedy,Get Hard (Unrated),,Blu-Ray,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,56009722,,,,false,,,,,,,,,,,,,
get-smart-bluray-floor-sale-comedy,Get Smart,,Blu-Ray,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,55878650,,,,false,,,,,,,,,,,,,
the-gettysburg-story-bluray-floor-sale-documentary,The Gettysburg Story,,Blu-Ray,,,"Documentary, Floor Sale",true,Genre,Documentary,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,55616506,,,,false,,,,,,,,,,,,,
blood-diamond-bluray-floor-sale-drama,Blood Diamond,,Blu-Ray,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,54797306,,,,false,,,,,,,,,,,,,
blazing-saddles-dvd-floor-sale-comedy,Blazing Saddles,,DVD,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,54666234,,,,false,,,,,,,,,,,,,
the-dark-crystal-dvd-floor-sale-kids-family,The Dark Crystal,,DVD,,,"Floor Sale, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,54371322,,,,false,,,,,,,,,,,,,
brave-dvd-floor-sale-kids-family,Brave,,DVD,,,"Floor Sale, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,54109178,,,,false,,,,,,,,,,,,,
allegiant-bluray-floor-sale-sci-fi,Allegiant,,Blu-Ray,,,"Floor Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,53781498,,,,false,,,,,,,,,,,,,
fire-with-fire-dvd-floor-sale-thriller,Fire with Fire,,DVD,,,"Floor Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,53355514,,,,false,,,,,,,,,,,,,
the-golden-compass-dvd-floor-sale-fantasy,The Golden Compass,,DVD,,,"Fantasy, Floor Sale",true,Genre,Fantasy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,53093370,,,,false,,,,,,,,,,,,,
forrest-gump-bluray-floor-sale-drama,Forrest Gump,,Blu-Ray,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,12.00,,true,true,,,,,52929530,,,,false,,,,,,,,,,,,,
double-feature-first-wives-club-sliding-doors-dvd-floor-sale-comedy-drama,"Double Feature: First Wives Club, Sliding Doors",,DVD,,,"Comedy, Drama, Floor Sale",true,Genre,"Comedy, Drama",,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,52241402,,,,false,,,,,,,,,,,,,
flight-dvd-floor-sale-drama,Flight,,DVD,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,52143098,,,,false,,,,,,,,,,,,,
dark-shadows-dvd-floor-sale-comedy,Dark Shadows,,DVD,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,51848186,,,,false,,,,,,,,,,,,,
divergent-bluray-floor-sale-sci-fi,Divergent,,Blu-Ray,,,"Floor Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,51749882,,,,false,,,,,,,,,,,,,
flight-of-the-pheonix-bluray-floor-sale-action,Flight of the Pheonix,,Blu-Ray,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,51422202,,,,false,,,,,,,,,,,,,
the-dark-tower-bluray-floor-sale-fantasy,The Dark Tower,,Blu-Ray,,,"Fantasy, Floor Sale",true,Genre,Fantasy,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,48416506,,,,false,,,,,,,,,,,,,
deep-impact-bluray-floor-sale-sci-fi,Deep Impact,,Blu-Ray,,,"Floor Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,48350970,,,,false,,,,,,,,,,,,,
deepwater-horizon-bluray-floor-sale-action,Deepwater Horizon,,Blu-Ray,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,48318202,,,,false,,,,,,,,,,,,,
despicable-me-2-bluray-floor-sale-kids-family,Despicable Me 2,,Blu-Ray,,,"Floor Sale, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,47924986,,,,false,,,,,,,,,,,,,
the-dark-night-rises-bluray-floor-sale-action,The Dark Knight Rises,,Blu-Ray,Uncategorized,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,47892218,,,,false,,,,,,,,,,,,,
