Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Waitlist Emails (product.metafields.custom.waitlist_emails),Art style (product.metafields.shopify.art-style),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Media format (product.metafields.shopify.media-format),Neckline (product.metafields.shopify.neckline),Orientation (product.metafields.shopify.orientation),Sleeve length type (product.metafields.shopify.sleeve-length-type),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
an-all-dogs-christmas-christmas-carol-dvd-rental-holiday,An All Dogs Christmas / Christmas Carol,"<p>Charlie, Itchy and Sasha itch and scratch their way through everything and anything in an effort to save Christmas from the wicked hellhound Belladonna, who wants to use dogs from all over the world to ruin Christmas.</p>",DVD,Media > Videos,,"Rental, DVD, Holiday, Formatted",,Genre,Holiday,,,,,,,,,,shopify,1,deny,manual,0,,,,,,,,64464378,https://image.tmdb.org/t/p/w1280/7J8qq1O1kAjVdpDJnxuzNC5tH3H.jpg,,An All Dogs Christmas / Christmas Carol poster,,,,,,,,holiday,,,,,,,,,,,,,,,active
avatar-extended-bluray,Avatar (Extended),"<p>In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.</p>",Blu-Ray,Media > Videos,,"Floor Sale, Blu-Ray, Sci-Fi, Formatted",,Genre,Sci-Fi,,,,,,,,,,shopify,1,deny,manual,8.00,,,,,,,,23760890,https://image.tmdb.org/t/p/w1280/gKY6q7SjCkAU6FqvqWybDYgUKIF.jpg,,Avatar (Extended) poster,,,,,,,,sci-fi,,,,,,,,,,,,,,,active
be-cool-get-shorty-dvd-floor-sale-comedy,Be Cool / Get Shorty,"<p>Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music executive along the way.</p>",DVD,Media > Videos,,"Floor Sale, DVD, Comedy, Formatted",,Genre,Comedy,,,,,,,,,,shopify,1,deny,manual,6.00,,,,,,,,84154874,https://image.tmdb.org/t/p/w1280/ekKCH7Zkb5ZTr1f1AczZY23FH.jpg,,Be Cool / Get Shorty poster,,,,,,,,comedy,,,,,,,,,,,,,,,active
beef-4-dvd-floor-sale-documentary,Beef 4,<p>6</p>,DVD,Media > Videos,,"Floor Sale, DVD, Documentary, Formatted",,Genre,Documentary,,,,,,,,,,shopify,1,deny,manual,6.00,,,,,,,,41941754,https://image.tmdb.org/t/p/w1280/l5mlfDP342vGKOK1rNztaW6DHv6.jpg,,Beef 4 poster,,,,,,,,documentary,,,,,,,,,,,,,,,active
beverly-hills-chihuahua-3-dvd-rental-kids-family,Beverly Hills Chihuahua 3,"<p>When Papi, Chloe, the pups, Uncle Pedro, and their owners move to a hotel, the smallest pup Rosa feels like she doesn't fit in, and Papi wants to make her feel better by showing her how special she is.</p>",DVD,Media > Videos,,"Rental, DVD, Kids & Family, Formatted",,Genre,Kids & Family,,,,,,,,,,shopify,1,deny,manual,0,,,,,,,,51752186,https://image.tmdb.org/t/p/w1280/fK3U8xulldz6lhMDuz3LFB7ngWH.jpg,,Beverly Hills Chihuahua 3 poster,,,,,,,,kids-family,,,,,,,,,,,,,,,active
beyond-the-sea-dvd,Beyond the Sea,"<p>Based on the life and career of legendary entertainer, Bobby Darin, the biopic moves back and forth between his childhood and adulthood, to tell the tale of his life.</p>",DVD,Media > Videos,,"Floor Sale, DVD, Drama, Formatted",,Genre,Drama,,,,,,,,,,shopify,1,deny,manual,4.00,,,,,,,,71735546,https://image.tmdb.org/t/p/w1280/wIewPJNyyTIMI5rQzcElc23jenW.jpg,,Beyond the Sea poster,,,,,,,,drama,,,,,,,,,,,,,,,active
black-x-mas-dvd-rental-horror,Black X-Mas,"<p>As the residents of sorority house Pi Kappa Sigma prepare for the festive season, a stranger begins a series of obscene phone calls with dubious intentions...</p>",DVD,Media > Videos,,"Rental, DVD, Horror, Formatted",,Genre,Horror,,,,,,,,,,shopify,1,deny,manual,0,,,,,,,,72264698,https://image.tmdb.org/t/p/w1280/4eDKgdHcyIAB5pvGRCjdgFKh3eC.jpg,,Black X-Mas poster,,,,,,,,horror,,,,,,,,,,,,,,,active
vlack-x-mas-dvd-rental-horror,Black X-Mas,"<p>As the residents of sorority house Pi Kappa Sigma prepare for the festive season, a stranger begins a series of obscene phone calls with dubious intentions...</p>",DVD,Media > Videos,,"Rental, DVD, Horror, Formatted",,Genre,Horror,,,,,,,,,,shopify,1,deny,manual,0,,,,,,,,17403898,https://image.tmdb.org/t/p/w1280/4eDKgdHcyIAB5pvGRCjdgFKh3eC.jpg,,Black X-Mas poster,,,,,,,,horror,,,,,,,,,,,,,,,active
blink-dvd-rental-thriller,Blink,"<p>Emma is an attractive girl in her 20s who has been blind for 20 years. A new type of eye operation partially restores her sight, but she is having problems: sometimes she doesn't ""remember"" what she's seen until later. One night she is awakened by a commotion upstairs. Peering out of her door, she sees a shadowy figure descending the stairs. Convinced that her neighbour has been murdered she approaches the police, only to find that she is unsure if it was just her new eyes playing tricks on her.</p>",DVD,Media > Videos,,"Rental, DVD, Thriller, Formatted",,Genre,Thriller,,,,,,,,,,shopify,1,deny,manual,0,,,,,,,,67707898,https://image.tmdb.org/t/p/w1280/wP6dfv85SQLogoNguUd6jO1A4be.jpg,,Blink poster,,,,,,,,thriller,,,,,,,,,,,,,,,active
brother-bear-brother-bear-2-bluray-floor-sale-kids-family,Brother Bear & Brother Bear 2,"<p>Kenai finds his childhood human friend Nita and the two embark on a journey to burn the amulet he gave to her before he was a bear, much to Koda's dismay.</p>",Blu-Ray,Media > Videos,,"Floor Sale, Blu-Ray, Kids & Family, Formatted",,Genre,Kids & Family,,,,,,,,,,shopify,1,deny,manual,6.00,,,,,,,,95693562,https://image.tmdb.org/t/p/w1280/yaA8q2zHHUgFWdJNxXyAdU71SzM.jpg,,Brother Bear & Brother Bear 2 poster,,,,,,,,kids-family,,,,,,,,,,,,,,,active
