Handle,Title,Body (HTML),Vendor,Product Category,Tags,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Barcode,Image Src,Image Position,Image Alt Text,Genre (product.metafields.shopify.genre)
tupac-resurerection-dvd-5,Tupac Resurerection,,DVD,Media > Videos,"Floor Sale, DVD, Documentary, Formatted",Genre,Documentary,shopify,1,deny,manual,5.00,27252986,,,,documentary
the-lord-of-the-rings-motion-picture-trilogy-dvd-11,The Lord of the Rings: Motion Picture Trilogy,<p>98</p>,DVD,Media > Videos,"Floor Sale, DVD, Fantasy, Formatted",Genre,Fantasy,shopify,1,deny,manual,11.00,26695930,,,,fantasy
resevoir-dogs-dvd-6,Resevoir Dogs,<p>6</p>,DVD,Media > Videos,"Floor Sale, DVD, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,6.00,26597626,,,,thriller
indiana-jones-the-complete-dvd-collection-dvd-11,Indiana Jones: The Complete DVD Collection,<p>11</p>,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,11.00,26237178,,,,action
triple-feature-billy-crystal-dvd-5,Triple Feature: Billy Crystal,<p>5</p>,DVD,Media > Videos,"Floor Sale, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,25909498,,,,comedy
sam-elliott-i-will-fight-no-more-forever-dog-watch-dvd-rental-drama,Sam Elliott: I WIll Fight No More / Forever Dog Watch,,DVD,Media > Videos,"Rental, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,31072250,,,,drama
night-of-the-living-dead-the-terror-dvd-rental-horror,Night of the Living Dead / The Terror,,DVD,Media > Videos,"Rental, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,0,31006714,,,,horror
maintainence-dvd-rental-horror,Maintainence,,DVD,Media > Videos,"Rental, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,0,30121978,,,,horror
mark-wahlberg-rockstar-perfect-storm-three-kings-corrupter-dvd-rental-action,"Mark Wahlberg: Rockstar, Perfect Storm, Three Kings, Corrupter",,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,29990906,,,,action
missing-in-action-triple-feature-dvd-rental-action,Missing in Action Triple Feature,,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,29794298,,,,action
action-4-movie-series-contraband-savages-traffic-miami-vice-dvd-6,"Action 4-Movie Series: Contraband, Savages, Traffic, Miami Vice",,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,89743866,,,,action
laugh-out-loud-pineapple-express-the-interview-the-night-before-this-is-the-end-dvd-6,"Laugh Out Loud: Pineapple Express, The Interview, The Night Before, This is the End",<p>6</p>,DVD,Media > Videos,"Floor Sale, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,89711098,,,,comedy
8-movie-monster-pack-dvd-5,8 Movie Monster Pack,<p>5</p>,DVD,Media > Videos,"Floor Sale, DVD, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,5.00,89678330,,,,sci-fi
inviticus-dvd-rental-drama,Inviticus,,DVD,Media > Videos,"Rental, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,67740666,,,,drama
double-feature-the-land-before-time-6-7-dvd-rental-kids-family,Double Feature: The Land Before Time 6&7,,DVD,Media > Videos,"Rental, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,85748218,,,,kids-family
grindhouse-presents-planet-of-terror-dvd-rental-horror,Grindhouse Presents: Planet of Terror,,DVD,Media > Videos,"Rental, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,0,01637626,,,,horror
a-fathers-choice-wrangler-dvd-rental-drama,"A Fathers Choice, Wrangler",,DVD,Media > Videos,"Rental, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,01047802,,,,drama
they-come-to-america-ii-dvd-rental-documentary,They Come to America II,<p>A documentary that measures the cost of providing amnesty to millions of illegal aliens.</p>,DVD,Media > Videos,"Rental, DVD, Documentary, Formatted",Genre,Documentary,shopify,1,deny,manual,0,00654586,,,,documentary
barber-shop-2-back-in-business-dvd-rental-comedy,Barber Shop 2: Back in Business,,DVD,Media > Videos,"Rental, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,0,83647994,,,,comedy
where-the-red-fern-grows-1-2-dvd-rental-kids-family,Where the Red Fern Grows 1&2,,DVD,Media > Videos,"Rental, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,83484154,,,,kids-family
