Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Rental Availability (product.metafields.scf.avf),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
death-wish-3-vhs-floor-sale-action,Death Wish 3,,VHS,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,98426618,,,,false,,,,,,,,,,lb,,,active
cocoon-the-return-vhs-floor-sale-sci-fi,Cocoon The Return,,VHS,,,"Floor Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,98262778,,,,false,,,,,,,,,,lb,,,active
big-vhs-floor-sale-comedy,Big,,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,98164474,,,,false,,,,,,,,,,lb,,,active
battlefield-earth-vhs-floor-sale-sci-fi,Battlefield Earth,,VHS,,,"Floor Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,98066170,,,,false,,,,,,,,,,lb,,,active
baby-boy-vhs-floor-sale-drama,Baby Boy,,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,9.00,,true,true,,,,,98033402,,,,false,,,,,,,,,,lb,,,active
a-mighty-wind-vhs-floor-sale-comedy,A Mighty Wind,,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,9.00,,true,true,,,,,97574650,,,,false,,,,,,,,,,lb,,,active
anaconda-vhs-floor-sale-action,Anaconda,,VHS,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,97541882,,,,false,,,,,,,,,,lb,,,active
blazing-saddles-vhs-floor-sale-comedy,Blazing Saddles,,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,97509114,,,,false,,,,,,,,,,lb,,,active
a-beautiful-mind-vhs-floor-sale-drama,A Beautiful Mind,,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,97279738,,,,false,,,,,,,,,,lb,,,active
american-pie-2-vhs-floor-sale-comedy,American Pie 2,,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,97246970,,,,false,,,,,,,,,,lb,,,active
