Handle,Title,Body (HTML),Vendor,Product Category,Tags,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Barcode,Image Src,Image Position,Image Alt Text,Genre (product.metafields.shopify.genre)
the-prince-bluray-floor-sale-action,The Prince,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,07374330,,,,action
the-ten-commandments-dvd-floor-sale-drama,The Ten Commandments,,DVD,Media > Videos,"Floor Sale, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,07112186,,,,drama
red-dawn-bluray-floor-sale-action,Red Dawn,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,7.00,06686202,,,,action
super-8-bluray-floor-sale-action,Super 8,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,7.00,06260218,,,,action
rise-of-the-guardians-bluray-floor-sale-kids-family,Rise of the Guardians,"<p>When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.</p>",Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,6.00,05998074,https://image.tmdb.org/t/p/w1280/yfzmfWGjcmyugH6FZ13WcsUGiNj.jpg,,Rise of the Guardians (2012) poster,kids-family
the-rite-bluray-floor-sale-horror,The Rite,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,7.00,05572090,,,,horror
hancock-bluray-floor-sale-action,Hancock,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,95455738,,,,action
snitch-dvd-floor-sale-action,Snitch,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,5.00,95422970,,,,action
snow-white-the-huntsman-dvd-floor-sale-action,Snow White & The Huntsman,"<p>After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.</p>",DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,5.00,95390202,https://image.tmdb.org/t/p/w1280/8HUa5kRubYbnAD5UVpnhTGGgMTW.jpg,,Snow White & The Huntsman (2012) poster,action
superman-returns-dvd-floor-sale-action,Superman Returns,"<p>Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.</p>",DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,5.00,95357434,https://image.tmdb.org/t/p/w1280/385XwTQZDpRX2d3kxtnpiLrjBXw.jpg,,Superman Returns (2006) poster,action
out-of-africa-dvd-floor-sale-drama,Out of Africa,"<p>Tells the life story of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on her 1937 autobiographical novel.</p>",DVD,Media > Videos,"Floor Sale, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,95324666,https://image.tmdb.org/t/p/w1280/6oMKqh08TfxmvnoFR4mm1wZB67P.jpg,,Out of Africa (1985) poster,drama
king-arthur-dvd-floor-sale-action,King Arthur,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,5.00,95291898,,,,action
gone-with-the-wind-dvd-floor-sale-drama,Gone With the Wind,,DVD,Media > Videos,"Floor Sale, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,95259130,,,,drama
in-the-name-of-the-king-a-dungeon-siege-tale-dvd-floor-sale-fantasy,In The Name of the King - A Dungeon Siege Tale,"<p>A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son – two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.</p>",DVD,Media > Videos,"Floor Sale, DVD, Fantasy, Formatted",Genre,Fantasy,shopify,1,deny,manual,5.00,95226362,https://image.tmdb.org/t/p/w1280/bbN1lmDk1PT0GsTFCy179sk5nIF.jpg,,In The Name of the King - A Dungeon Siege Tale (2007) poster,fantasy
the-transporter-3-dvd-floor-sale-action,The Transporter 3,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,5.00,95193594,,,,action
star-trek-3-the-search-for-spock-dvd-floor-sale-sci-fi,Star Trek 3: The Search For Spock,<p>A surprise visit from Spock's father provides a startling revelation: McCoy is harboring Spock's living essence.</p>,DVD,Media > Videos,"Floor Sale, DVD, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,5.00,95160826,https://image.tmdb.org/t/p/w1280/yqEj0oPfKBMCz7YcCARHDgH7VFm.jpg,,Star Trek 3: The Search For Spock (1984) poster,sci-fi
oz-the-great-and-powerful-bluray-floor-sale-kids-family,Oz The Great and Powerful,"<p>Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.</p>",Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,5.00,95128058,https://image.tmdb.org/t/p/w1280/tkzfAUEKoUp4YFNbZV9hfpZOz0z.jpg,,Oz The Great and Powerful (2013) poster,kids-family
seal-team-six-the-raid-on-osama-bin-laden-dvd-floor-sale-action,Seal Team Six: The Raid on Osama Bin Laden,"<p>When the rumored whereabouts of Osama bin Laden are revealed, the CIA readies a team of seasoned U.S. Navy SEALs for the mission of a lifetime. Despite inconclusive evidence that bin Laden is inside the compound, and ignoring the possible ramifications of an unannounced attack on Pakistani soil, the Pentagon orders the attack. The SEAL Team bands together to complete their mission of justice in a riveting final showdown.</p>",DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,5.00,95095290,https://image.tmdb.org/t/p/w1280/hau6iHAIWJmlnaaZ0QRYZu9T6B1.jpg,,Seal Team Six: The Raid on Osama Bin Laden (2012) poster,action
twilight-dvd-floor-sale-fantasy,Twilight,,DVD,Media > Videos,"Floor Sale, DVD, Fantasy, Formatted",Genre,Fantasy,shopify,1,deny,manual,5.00,95062522,,,,fantasy
the-searchers-dvd-floor-sale-action,The Searchers,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,5.00,94996986,,,,action
sex-and-the-city-dvd-floor-sale-comedy,Sex and the City,"<p>When Carrie's big step forward in her relationship goes awry, best friends Charlotte, Miranda and Samantha are there to help her pick up the pieces.</p>",DVD,Media > Videos,"Floor Sale, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,94964218,https://image.tmdb.org/t/p/w1280/AhNfnsGW95RKHQNLdgFH48UN0Zy.jpg,,Sex and the City (2008) poster,comedy
season-of-the-witch-bluray-floor-sale-action,Season of the Witch,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,7.00,94931450,,,,action
